instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,64,13460.233074,13460.233074,13460.233074,20725.466298,20727.634758,21166.000000,0.004252,0.140252,300.364252,300.368252,106349,489123,300.000000,0,0,CBC,1
1,None,64,13484.788901,13484.788901,13484.788901,21046.661483,21047.560024,21112.000000,0.001658,0.529658,300.337658,300.345658,50980,301715,300.000000,0,0,CBC,1
2,None,64,13469.746425,13469.746425,13469.746425,20959.768292,20960.668822,21134.000000,0.000682,1.020682,300.296682,300.312682,43682,335958,300.000000,0,0,CBC,1
3,None,64,13490.884830,13490.884830,13490.884830,20910.145134,20913.227636,21122.000000,0.000866,1.208866,300.424866,300.436866,64882,497178,300.000000,0,0,CBC,1
4,None,64,13454.555168,13454.555168,13454.555168,20974.436210,20974.720866,22292.000000,0.001619,1.373619,300.253619,300.269619,43065,265547,300.000000,0,0,CBC,1
5,None,64,13476.275777,13476.275777,13476.275777,21021.414416,21022.005010,21160.000000,0.001639,0.973639,300.253639,300.265639,41492,317187,300.000000,0,0,CBC,1
6,None,64,13429.854037,13429.854037,13429.854037,21036.680484,21037.536014,21116.000000,0.000748,1.232748,300.348748,300.364748,48043,368311,300.000000,0,0,CBC,1
7,None,64,13452.144949,13452.144949,13452.144949,21019.393277,21020.690818,21150.000000,0.000938,0.620938,300.316938,300.324938,39435,290554,300.000000,0,0,CBC,1
8,None,64,13400.856459,13400.856459,13400.856459,20939.105730,20941.303069,21056.000000,0.000879,1.416879,300.312879,300.328879,50998,382801,300.000000,0,0,CBC,1
9,None,64,13467.461062,13467.461062,13467.461062,21031.483959,21031.846158,21161.000000,0.001616,0.657616,300.401616,300.413616,46704,332537,300.000000,0,0,CBC,1
10,None,64,13490.511984,13490.511984,13490.511984,20985.225033,20985.385931,21134.000000,0.001093,1.101093,300.353093,300.365093,44967,305004,300.000000,0,0,CBC,1
