instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,16,315.254902,315.254902,315.254902,8483.354459,8507.905028,100000000000000007629769841091887003294964970946560.000000,0.002172,1.414172,0.002172,300.030172,28218,233749,300.000000,0,0,CBC,1
1,None,16,290.189672,290.189672,290.189672,8137.437727,8296.473001,8939.000000,0.002187,1.254187,300.130187,300.138187,25006,199193,300.000000,0,0,CBC,1
2,None,16,231.941958,231.941958,231.941958,7973.341805,8090.660289,10095.000000,0.002147,1.366147,300.138147,300.146147,23545,173383,300.000000,0,0,CBC,1
3,None,16,258.929794,258.929794,258.929794,8162.447555,8179.576490,10172.000000,0.002190,1.826190,300.106190,300.114190,21883,156301,300.000000,0,0,CBC,1
4,None,16,246.889729,246.889729,246.889729,8085.400132,8169.807115,9659.000000,0.002163,1.254163,300.138163,300.146163,24812,174119,300.000000,0,0,CBC,1
5,None,16,248.675122,248.675122,248.675122,8129.750870,8210.710814,8754.000000,0.002173,1.446173,300.086173,300.094173,22565,207978,300.000000,0,0,CBC,1
6,None,16,194.328560,194.328560,194.328560,8030.043663,8074.024955,9473.000000,0.002849,1.622849,300.130849,300.134849,22016,150141,300.000000,0,0,CBC,1
7,None,16,208.632914,208.632914,208.632914,8356.208653,8375.549614,100000000000000007629769841091887003294964970946560.000000,0.002197,1.538197,0.002197,300.042197,29833,205500,300.000000,0,0,CBC,1
8,None,16,273.686118,273.686118,273.686118,8202.849423,8253.069843,10264.000000,0.002125,1.538125,300.118125,300.126125,20859,203392,300.000000,0,0,CBC,1
9,None,16,276.910389,276.910389,276.910389,8122.831829,8151.821112,10680.000000,0.002162,1.630162,300.134162,300.142162,18007,173527,300.000000,0,0,CBC,1
10,None,16,242.441591,242.441591,242.441591,8143.194673,8196.243176,10166.000000,0.002131,1.162131,300.142131,300.146131,24863,152716,300.000000,0,0,CBC,1
