instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,2748.345238,3464.773810,2920.845238,6625.706121,6838.643841,100000000000000007629769841091887003294964970946560.000000,1.245824,3.473824,1.245824,300.041824,34189,380587,300.000000,16,2,CBC,1
1,New,16,2519.798808,2619.798808,2619.798808,5860.418710,6125.000000,6125.000000,1.155176,1.563176,140.763176,140.767176,21343,156121,300.000000,17,2,CBC,1
2,New,16,2719.883289,3560.778363,3104.690981,6506.662875,6797.001723,6857.500000,1.101052,2.597052,300.089052,300.105052,28975,312583,300.000000,16,2,CBC,1
3,New,16,2609.016888,3331.998129,2982.596555,6425.033593,6619.070040,6721.333333,4.120678,6.384678,300.064678,300.088678,21996,263808,300.000000,16,11,CBC,1
4,New,16,1922.376086,2122.376086,2058.247829,4982.977058,4991.666667,4991.666667,0.947563,1.475563,1.791563,1.799563,52,770,300.000000,22,1,CBC,1
5,New,16,2916.133559,3116.133559,3111.674614,6269.503072,6429.177999,7230.000000,5.310235,7.890235,300.066235,300.098235,19405,227727,300.000000,17,15,CBC,1
6,New,16,2816.832138,2916.832138,2916.832138,6368.866962,6630.000000,6630.000000,1.402963,3.182963,173.954963,173.978963,23946,176401,300.000000,17,3,CBC,1
7,New,16,2729.610063,3468.637683,3011.877497,6723.813141,6997.069425,7350.000000,1.163931,3.491931,300.111931,300.143931,24139,303906,300.000000,16,2,CBC,1
8,New,16,2646.251404,3082.251404,2844.751404,5834.559531,6008.666667,6008.666667,1.523764,1.695764,7.795764,7.799764,1225,5736,300.000000,22,3,CBC,1
9,New,16,2548.222576,2748.222576,2747.669403,6158.390594,6495.000000,6495.000000,2.211688,2.635688,209.491688,209.503688,24940,237968,300.000000,17,6,CBC,1
10,New,16,2816.995880,3316.995880,3263.802171,6445.558637,6710.000000,6710.000000,1.447717,3.015717,141.899717,141.915717,16547,170508,300.000000,18,3,CBC,1
