instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,6.915675,7.093625,7.043999,7.106635,7.598985,7.598985,0.944058,1.620058,83.052058,83.060058,11076,50944,300.000000,14,4,CBC,1
1,Old,4,6.538691,6.722397,6.692187,6.740290,7.031306,7.031306,0.456298,1.216298,29.124298,29.132298,3741,19051,300.000000,14,3,CBC,1
2,Old,4,-886.951008,-886.786657,-886.793525,-886.746298,-886.437850,-886.437850,0.477251,0.641251,13.737251,13.741251,1445,6335,300.000000,14,3,CBC,1
3,Old,4,6.915675,7.093625,7.066755,7.117412,7.562150,7.562150,0.443968,0.863968,53.219968,53.223968,6413,30484,300.000000,14,3,CBC,1
4,Old,4,5.915675,6.093625,6.066755,6.117412,6.598985,6.598985,0.432347,0.824347,123.700347,123.704347,15751,77961,300.000000,14,3,CBC,1
5,Old,4,7.375878,7.447774,7.423780,7.565811,8.054522,8.840047,0.520323,1.956323,300.144323,300.168323,30733,184219,300.000000,14,1,CBC,1
6,Old,4,6.915675,7.093625,7.066755,7.119643,7.598985,7.598985,0.441156,1.057156,109.565156,109.569156,14457,75785,300.000000,14,3,CBC,1
7,Old,4,6.796789,6.969136,6.957606,6.975152,7.363489,7.363489,0.487532,0.683532,76.483532,76.487532,10097,58174,300.000000,14,6,CBC,1
8,Old,4,5.898403,6.074135,6.064910,6.098283,6.598985,6.598985,0.489049,0.981049,60.861049,60.869049,6858,35200,300.000000,14,6,CBC,1
9,Old,4,5.996178,6.172645,6.158950,6.476141,6.923410,6.923410,0.440543,0.664543,23.488543,23.492543,2591,13300,300.000000,14,3,CBC,1
10,Old,4,5.101664,5.265384,5.258091,5.665093,6.126579,6.126579,0.421965,1.285965,15.505965,15.521965,1512,8006,300.000000,14,3,CBC,1
