instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,185321.356786,185866.747464,185495.298880,187566.389276,188175.097937,188182.000000,1.201544,1.397681,1.511331,1.512866,48,1592,3600.000000,16,8,46,GUROBI,1,4,0,0
1,Old,16,182913.706381,183202.639275,183160.759955,185503.563452,185961.292210,185968.900000,1.066266,1.275223,1.337521,1.337620,36,1246,3600.000000,16,21,0,GUROBI,1,4,0,0
2,Old,16,183389.577571,183955.724530,183498.617476,186348.616825,187072.178182,187085.600000,1.116566,1.307604,1.373216,1.392306,61,1318,3600.000000,16,28,0,GUROBI,1,4,0,0
3,Old,16,181529.830817,181874.163947,181829.819215,183928.913462,184242.752235,184254.800000,2.000092,2.226550,2.246909,2.261085,21,1072,3600.000000,16,45,0,GUROBI,1,4,0,0
4,Old,16,180293.756698,180820.284732,180614.729444,182505.723202,182849.634688,182867.800000,1.324840,1.574218,1.625187,1.625288,31,1117,3600.000000,16,51,0,GUROBI,1,4,0,0
5,Old,16,185906.347266,186226.664688,186210.344942,188197.786999,188949.200000,188949.200000,2.431126,2.677771,2.841827,2.845811,128,2745,3600.000000,16,48,0,GUROBI,1,4,0,0
6,Old,16,184743.718007,184973.219703,184958.203768,187277.296751,187783.838546,187795.300000,1.420613,1.671759,1.771655,1.771751,71,1515,3600.000000,16,47,0,GUROBI,1,4,0,0
7,Old,16,183919.000869,184427.703138,184248.646274,186327.619955,187112.400000,187112.400000,1.172089,1.397612,1.563820,1.576019,153,2161,3600.000000,16,27,0,GUROBI,1,4,0,0
8,Old,16,184163.914258,184707.231421,184323.865644,186516.983435,186912.597009,186917.900000,2.794981,2.984141,3.014427,3.044445,25,1084,3600.000000,16,45,0,GUROBI,1,4,0,0
9,Old,16,184842.696315,185318.586580,185107.609897,187391.977440,187871.156828,187880.800000,2.475440,2.751348,2.840806,2.895455,101,2231,3600.000000,16,43,0,GUROBI,1,4,0,0
10,Old,16,182449.166753,183096.995815,182738.548371,184856.429435,185143.949983,185158.300000,0.776201,0.944230,0.971427,0.972403,17,843,3600.000000,16,14,0,GUROBI,1,4,0,0
