instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,16,180104.201530,180104.201530,180104.201530,258182.465641,258411.000000,258411.000000,0.000022,0.217008,0.000022,0.224849,5,627,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,16,180811.267530,180811.267530,180811.267530,257144.613913,258411.000000,258411.000000,0.000002,0.190025,0.223372,0.236338,67,985,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,16,181001.393293,181001.393293,181001.393293,256739.004771,256907.520000,256927.000000,0.000004,0.153338,0.175690,0.176008,27,576,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,16,184647.306176,184647.306176,184647.306176,245480.741800,248322.716931,248331.000000,0.000003,0.216064,0.272933,0.273018,58,1082,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,16,182169.448537,182169.448537,182169.448537,245724.525137,257361.000000,257361.000000,0.000003,0.241753,0.359894,0.363455,225,2494,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,16,180224.048749,180224.048749,180224.048749,256531.303230,257019.758261,257032.000000,0.000002,0.170074,0.193947,0.201003,44,738,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,16,181338.409701,181338.409701,181338.409701,257188.980650,258710.000000,258710.000000,0.000003,0.137586,0.200296,0.203765,104,977,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,16,179155.312911,179155.312911,179155.312911,229934.725110,231131.000000,231131.000000,0.000004,0.198061,0.222667,0.224335,39,702,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,16,180517.128581,180517.128581,180517.128581,258338.455816,258945.000000,258945.000000,0.000004,0.144931,0.170605,0.170999,32,666,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,16,195136.613851,195136.613851,195136.613851,269799.710858,270021.000000,270021.000000,0.000003,0.146892,0.158633,0.159676,12,544,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,16,181491.015088,181491.015088,181491.015088,263932.834059,272248.000000,272248.000000,0.000003,0.121552,0.158826,0.170350,85,1014,3600.000000,0,0,0,GUROBI,1,0,0,0
