instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,4,4656.363636,4656.363636,4656.363636,4659.295082,4722.000000,4722.000000,0.000002,0.405615,1.803323,1.941365,425,6998,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,4,2865.815631,2865.815631,2865.815631,3877.131868,3884.000000,3884.000000,0.000002,0.238218,0.315863,0.318516,14,418,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,4,2848.938319,2848.938319,2848.938319,4012.230769,4052.000000,4052.000000,0.000002,0.262900,0.867434,0.882421,131,1924,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,4,2888.434073,2888.434073,2888.434073,3897.354497,3998.000000,3998.000000,0.000002,0.301328,0.481479,0.482482,30,921,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,4,2700.866944,2700.866944,2700.866944,3843.538462,3846.000000,3846.000000,0.000002,0.134041,0.000002,0.137072,1,319,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,4,2840.590977,2840.590977,2840.590977,3760.958904,3850.000000,3850.000000,0.000001,0.266653,1.220816,1.270868,216,2524,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,4,2900.588142,2900.588142,2900.588142,3726.381282,3748.000000,3748.000000,0.000002,0.287342,0.499037,0.499789,35,866,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,4,2968.691804,2968.691804,2968.691804,3718.799290,3793.000000,3793.000000,0.000001,0.325952,0.806373,0.807306,78,1834,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,4,2805.123223,2805.123223,2805.123223,4238.138277,4271.000000,4271.000000,0.000002,0.310951,1.240523,1.256388,248,2549,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,4,2925.056584,2925.056584,2925.056584,4309.424242,4322.000000,4322.000000,0.000001,0.381233,0.624703,0.632556,61,849,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,4,2903.566298,2903.566298,2903.566298,4243.979730,4245.000000,4245.000000,0.000001,0.281801,0.303269,0.305130,3,514,3600.000000,0,0,0,GUROBI,1,0,0,0
