instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,64,48.799999,56.999999,50.542235,78.513043,82.199999,82.199999,2.270104,2.364975,2.371797,2.375148,16,734,3600.000000,77,17,19,GUROBI,1,61,0,0
1,New,64,48.799999,56.999999,49.807525,75.536474,82.199999,82.199999,1.309377,1.414083,1.546999,1.547082,330,2456,3600.000000,77,17,19,GUROBI,1,61,0,0
2,New,64,48.799999,56.999999,53.199999,76.818351,82.199999,82.199999,1.213488,1.313859,1.326493,1.449923,359,2153,3600.000000,79,18,18,GUROBI,1,62,0,0
3,New,64,48.799999,56.999999,50.542235,78.513043,82.199999,82.199999,1.147975,1.246769,1.253627,1.256974,16,734,3600.000000,77,17,19,GUROBI,1,61,0,0
4,New,64,44.082607,53.999999,47.549776,71.681246,74.399999,74.399999,1.251898,1.360088,1.378165,1.381053,35,861,3600.000000,82,15,15,GUROBI,1,64,0,0
5,New,64,48.799999,56.999999,52.869141,76.248017,82.199999,82.199999,1.044048,1.150652,1.161240,1.218437,152,1420,3600.000000,78,15,15,GUROBI,1,62,0,0
6,New,64,44.082607,50.999999,46.589371,72.162656,74.399999,74.399999,1.740348,1.875048,1.879643,1.882323,14,824,3600.000000,110,15,15,GUROBI,1,93,0,0
7,New,64,48.799999,56.999999,50.078687,77.730549,82.199999,82.199999,0.921770,1.039155,1.046154,1.186285,357,2443,3600.000000,77,13,19,GUROBI,1,61,0,0
8,New,64,48.799999,56.999999,50.542235,78.513043,82.199999,82.199999,1.141907,1.235880,1.242720,1.246027,16,734,3600.000000,77,17,19,GUROBI,1,61,0,0
9,New,64,48.799999,56.999999,50.423601,67.999999,82.199999,82.199999,0.559547,0.609243,0.631718,0.794006,440,2694,3600.000000,77,6,17,GUROBI,1,61,0,0
10,New,64,48.799999,50.999999,50.670741,78.098817,82.199999,82.199999,0.928175,1.022319,1.028414,1.059543,84,970,3600.000000,81,12,18,GUROBI,1,66,0,0
