instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,4,185321.356786,185321.356786,185321.356786,187142.606971,188182.000000,188182.000000,0.002637,2.954637,25.830637,25.858637,484,14696,300.000000,0,0,CBC,1
1,None,4,184079.866095,184079.866095,184079.866095,186549.978728,187108.700000,187108.700000,0.002545,3.418545,15.546545,15.578545,365,8102,300.000000,0,0,CBC,1
2,None,4,177344.116680,177344.116680,177344.116680,179877.125713,180248.100000,180248.100000,0.002524,1.446524,3.626524,3.638524,56,2063,300.000000,0,0,CBC,1
3,None,4,186597.028057,186597.028057,186597.028057,189354.724745,190742.100000,190742.100000,0.002570,3.734570,194.514570,194.554570,6268,142128,300.000000,0,0,CBC,1
4,None,4,179761.926521,179761.926521,179761.926521,182232.204988,184134.800000,184134.800000,0.002576,1.550576,39.538576,39.554576,1101,28249,300.000000,0,0,CBC,1
5,None,4,184727.993526,184727.993526,184727.993526,186673.370441,187921.100000,187921.100000,0.002590,1.470590,15.074590,15.090590,355,10034,300.000000,0,0,CBC,1
6,None,4,180312.106119,180312.106119,180312.106119,183007.901917,184303.600000,184303.600000,0.002508,1.338508,28.470508,28.486508,767,19935,300.000000,0,0,CBC,1
7,None,4,180295.499163,180295.499163,180295.499163,182342.741556,184088.600000,184088.600000,0.002554,0.342554,34.482554,34.494554,1356,27318,300.000000,0,0,CBC,1
8,None,4,180520.838782,180520.838782,180520.838782,183602.869963,185399.500000,185399.500000,0.002584,0.846584,44.526584,44.538584,1473,32394,300.000000,0,0,CBC,1
9,None,4,184596.158317,184596.158317,184596.158317,186380.444340,187844.000000,187844.000000,0.002574,3.254574,40.434574,40.470574,1198,29290,300.000000,0,0,CBC,1
10,None,4,184448.955323,184448.955323,184448.955323,187074.857237,187988.400000,187988.400000,0.002504,0.874504,23.178504,23.190504,641,17339,300.000000,0,0,CBC,1
