instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,4,0.000000,0.000000,0.000000,0.000000,10.998910,11.000000,0.000037,0.126070,84.963293,84.963459,249346,2099776,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,4,4.000000,4.000000,4.000000,4.000000,11.999023,12.000000,0.000003,0.104052,123.650327,123.650455,300766,2775435,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,4,4.000000,4.000000,4.000000,4.000000,11.999133,12.000000,0.000003,0.091171,157.409798,157.409915,374052,3379415,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,4,4.000000,4.000000,4.000000,4.000000,11.999741,12.000000,0.000001,0.055376,133.800649,133.800780,315809,2790857,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,4,5.000000,5.000000,5.000000,5.000000,11.998857,12.000000,0.000003,0.073833,113.155525,178.849491,410324,3853520,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,4,5.000000,5.000000,5.000000,5.000000,11.999011,12.000000,0.000002,0.055166,120.249070,120.249193,276204,2520618,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,4,7.000000,7.000000,7.000000,7.000000,11.999278,12.000000,0.000002,0.096385,64.446190,64.446314,142019,1369489,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,4,5.000000,5.000000,5.000000,5.000000,11.998990,12.000000,0.000003,0.097278,25.231891,110.847712,268496,2600946,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,4,6.000000,6.000000,6.000000,6.000000,11.999056,12.000000,0.000002,0.063179,69.909661,151.743085,337859,3277565,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,4,11.000000,11.000000,11.000000,11.000000,11.998910,12.000000,0.000002,0.073781,65.937031,309.217716,510738,7947508,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,4,2.000000,2.000000,2.000000,2.000000,11.998844,12.000000,0.000002,0.110792,21.618958,102.581138,249109,2182340,3600.000000,0,0,0,GUROBI,1,0,0,0
