instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,180104.201530,180867.525589,180867.525589,257618.996481,258411.000000,258411.000000,1.125683,1.334989,1.344675,1.345819,9,643,3600.000000,4,11,24,GUROBI,1,0,0,0
1,Farkas,4,184857.860908,187056.271909,185064.437709,278804.391520,282359.030513,282362.000000,0.011422,0.166996,0.203510,0.209517,36,776,3600.000000,4,11,0,GUROBI,1,2,2,0
2,Farkas,4,180248.766203,181545.830911,180395.465604,217267.731466,225710.000000,225710.000000,0.014086,0.222613,0.253414,0.260806,45,1135,3600.000000,4,11,0,GUROBI,1,0,0,0
3,Farkas,4,183660.040925,184998.523735,183993.706537,259167.963152,273024.266667,273041.000000,0.012778,0.125089,0.143077,0.148205,46,555,3600.000000,4,11,0,GUROBI,1,0,0,0
4,Farkas,4,173138.624796,180233.830395,173572.975459,233959.087446,239594.000000,239594.000000,0.014786,0.243585,0.283596,0.300953,72,1237,3600.000000,4,11,0,GUROBI,1,2,2,0
5,Farkas,4,184195.862363,186439.168247,185473.493650,257174.611120,258411.000000,258411.000000,0.012710,0.195998,0.231476,0.231569,37,833,3600.000000,4,11,0,GUROBI,1,0,0,0
6,Farkas,4,178897.722051,179347.216890,179020.678193,278623.023599,281302.000000,281302.000000,0.012607,0.135326,0.157501,0.159340,57,488,3600.000000,4,11,0,GUROBI,1,0,0,0
7,Farkas,4,194158.899961,194158.899961,194158.899961,278433.336199,281876.000000,281876.000000,0.014181,0.153850,0.162922,0.165747,19,442,3600.000000,4,11,0,GUROBI,1,1,1,0
8,Farkas,4,178596.920997,178749.737700,178596.920997,274032.331477,280165.335938,280169.000000,0.012807,0.149296,0.184483,0.187501,80,853,3600.000000,4,11,0,GUROBI,1,0,0,0
9,Farkas,4,182164.069911,183674.027749,182440.042127,278845.072644,279590.000000,279590.000000,0.013768,0.135639,0.155595,0.155857,27,354,3600.000000,4,11,0,GUROBI,1,1,1,0
10,Farkas,4,199496.942554,200482.654467,199496.942554,298524.952114,298616.000000,298616.000000,0.013969,0.097696,0.098525,0.098607,1,198,3600.000000,4,11,0,GUROBI,1,0,0,0
