instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,2839.491838,2941.400000,2931.016848,3074.166667,3089.000000,3089.000000,0.888327,0.907643,0.908148,0.908215,3,50,3600.000000,17,3,3,GUROBI,1,10,0,0
1,Old,16,2839.491838,2941.400000,2941.400000,3083.363636,3088.000000,3088.000000,0.020229,0.043603,0.020229,0.043859,1,46,3600.000000,17,3,0,GUROBI,1,10,0,0
2,Old,16,2839.491838,2941.400000,2852.561404,3080.125000,3090.000000,3090.000000,0.019453,0.035692,0.035851,0.036018,1,46,3600.000000,17,2,0,GUROBI,1,10,0,0
3,Old,16,2835.491838,2937.400000,2913.082051,3018.815625,3084.000000,3084.000000,0.030360,0.052962,0.053595,0.053992,12,44,3600.000000,17,3,0,GUROBI,1,10,0,0
4,Old,16,2841.691838,2940.325000,2935.318769,3054.130435,3088.000000,3088.000000,0.028627,0.044840,0.028627,0.045133,1,43,3600.000000,17,3,0,GUROBI,1,10,0,0
5,Old,16,2833.317925,2934.712500,2891.319251,3073.666667,3082.000000,3082.000000,0.022805,0.049387,0.049526,0.049869,3,50,3600.000000,17,3,0,GUROBI,1,10,0,0
6,Old,16,2838.491838,2940.400000,2930.016848,3082.363636,3087.000000,3087.000000,0.020607,0.043045,0.020607,0.043300,1,45,3600.000000,17,3,0,GUROBI,1,10,0,0
7,Old,16,2837.317925,2939.400000,2939.400000,3076.625000,3086.000000,3086.000000,0.019643,0.032694,0.019643,0.032933,1,41,3600.000000,17,3,0,GUROBI,1,10,0,0
8,Old,16,2843.591838,2944.098113,2933.749474,3077.333333,3092.000000,3092.000000,0.023059,0.048725,0.048907,0.049100,1,60,3600.000000,17,3,0,GUROBI,1,10,0,0
9,Old,16,2838.474294,2937.400000,2925.677047,3082.466667,3085.000000,3085.000000,0.021179,0.043606,0.021179,0.043844,1,54,3600.000000,17,3,0,GUROBI,1,10,0,0
10,Old,16,2837.553013,2938.325000,2913.848089,3071.166667,3084.000000,3084.000000,0.023714,0.043645,0.023714,0.043927,1,50,3600.000000,17,3,0,GUROBI,1,10,0,0
