instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,20430947.618854,20478576.273907,20439098.564949,20730119.038507,20740276.575175,20740496.768779,2.046483,2.263742,2.309616,2.309724,58,952,3600.000000,16,20,30,GUROBI,1,0,0,0
1,Old,16,20432480.572783,20480109.227836,20445909.302364,20727666.852233,20741014.258669,20742027.868633,0.880914,1.055649,1.089509,1.089962,42,794,3600.000000,16,30,0,GUROBI,1,0,0,0
2,Old,16,20444351.697761,20486472.107259,20451562.091423,20739110.967463,20757218.770861,20757700.086532,0.781179,0.946601,0.997312,0.997739,62,982,3600.000000,16,30,0,GUROBI,1,0,0,0
3,Old,16,20427265.880648,20475131.089497,20439935.558825,20725335.671956,20739288.125861,20739788.669185,0.835451,0.999547,1.021016,1.021480,28,740,3600.000000,16,30,0,GUROBI,1,0,0,0
4,Old,16,20427584.235033,20473497.295690,20445263.243899,20733232.380910,20742602.522394,20742602.522394,0.788850,0.938742,0.948504,0.949332,17,668,3600.000000,16,30,0,GUROBI,1,0,0,0
5,Old,16,20416509.624018,20460916.400270,20423971.771581,20712190.806704,20734303.779597,20734471.078088,1.371402,1.525293,1.572953,1.573039,57,870,3600.000000,16,27,0,GUROBI,1,0,0,0
6,Old,16,20433388.394124,20472729.048541,20448017.792118,20732364.675198,20748653.844918,20748653.844918,0.875430,1.010965,1.071836,1.072255,77,1047,3600.000000,16,30,0,GUROBI,1,0,0,0
7,Old,16,20396556.179125,20447424.904483,20419641.904632,20704529.666605,20711589.500317,20712446.043676,1.148928,1.289552,1.312744,1.313193,37,790,3600.000000,16,30,0,GUROBI,1,0,0,0
8,Old,16,20433152.499582,20474801.654141,20445142.813523,20726578.129366,20742191.712832,20743979.183593,0.970549,1.089223,1.154572,1.154979,78,1061,3600.000000,16,30,0,GUROBI,1,0,0,0
9,Old,16,20445098.202427,20493312.905590,20463244.283686,20745140.432356,20753020.700786,20754342.131375,0.883689,1.031143,1.106093,1.107472,118,1097,3600.000000,16,30,0,GUROBI,1,0,0,0
10,Old,16,20433207.102262,20480834.886670,20448794.143584,20741173.131245,20744466.035809,20745456.180202,0.884613,1.038788,1.066305,1.066388,40,730,3600.000000,16,30,0,GUROBI,1,0,0,0
