instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,64,185321.356786,186029.682440,185550.503507,187580.070481,188166.906373,188182.000000,9.296535,9.551595,9.625259,9.655536,56,1705,3600.000000,64,22,46,GUROBI,1
1,New,64,182913.706381,183930.618874,183777.171319,185439.277165,185951.246878,185968.900000,13.574964,13.813497,13.846983,13.879197,39,1172,3600.000000,67,46,46,GUROBI,1
2,New,64,183389.577571,185287.284766,184185.520159,186361.751290,187085.600000,187085.600000,16.774896,16.986187,17.033694,17.040558,26,1242,3600.000000,66,44,44,GUROBI,1
3,New,64,181529.830817,182630.957859,182361.459931,183973.974346,184237.166982,184254.800000,14.069946,14.323000,14.359764,14.359867,19,1112,3600.000000,64,50,50,GUROBI,1
4,New,64,180293.756698,181430.653431,180481.828993,182490.485244,182850.149718,182867.800000,4.285337,4.499328,4.568286,4.568835,43,1079,3600.000000,64,6,51,GUROBI,1
5,New,64,185906.347266,187294.828810,186058.913364,188166.615769,188936.984655,188949.200000,24.412879,24.629094,24.725355,24.741258,72,2034,3600.000000,64,48,48,GUROBI,1
6,New,64,184743.718007,186050.066587,185232.496924,187302.775433,187779.733799,187795.300000,16.363145,16.610220,16.701752,16.701862,50,1311,3600.000000,64,47,47,GUROBI,1
7,New,64,183919.000869,185170.082657,184533.988600,186360.861979,187106.600205,187112.400000,13.868929,14.159761,14.336594,14.339064,128,2546,3600.000000,66,47,47,GUROBI,1
8,New,64,184163.914258,185420.268415,184791.559177,186513.597057,186905.940122,186917.900000,16.047396,16.238622,16.301889,16.311528,47,1184,3600.000000,64,45,45,GUROBI,1
9,New,64,184842.696315,186057.235959,185782.795215,187299.459402,187864.481630,187880.800000,7.328874,7.568943,7.750862,7.750966,77,1954,3600.000000,64,21,43,GUROBI,1
10,New,64,182449.166753,183684.559111,183133.447781,184856.429435,185143.949983,185158.300000,10.305830,10.484868,10.512030,10.512925,17,847,3600.000000,65,41,41,GUROBI,1
