instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,25501658.708008,25522185.356741,25517497.175604,25768872.450704,25779856.371698,25779856.371698,3.095495,5.151495,281.039495,281.059495,11312,78259,300.000000,4,4,CBC,1
1,Old,4,25502319.158596,25522831.929406,25518159.518891,25752355.768083,25764343.277917,25780992.129217,1.404216,3.468216,300.020216,300.040216,11070,86626,300.000000,4,4,CBC,1
2,Old,4,25501465.231073,25521962.016277,25517295.274699,25750505.934941,25750505.934941,25855329.083470,1.394525,3.718525,300.038525,300.062525,8085,73042,300.000000,4,4,CBC,1
3,Old,4,25501367.746382,25521894.857661,25511509.553794,25767844.687541,25767844.687541,25781710.948222,1.410742,3.302742,300.018742,300.038742,10908,79730,300.000000,4,3,CBC,1
4,Old,4,25501373.461020,25521900.572299,25517220.391324,25753638.252776,25753638.252776,25780069.801880,1.387358,6.035358,300.031358,300.067358,9378,94470,300.000000,4,4,CBC,1
5,Old,4,25501828.950434,25522339.660506,25517667.744522,25749486.746149,25749486.746149,25782399.287717,1.367432,4.323432,300.023432,300.047432,10227,88136,300.000000,4,4,CBC,1
6,Old,4,25499830.292817,25520389.552065,25515684.147981,25744273.465923,25744273.465923,25850703.645204,1.386182,4.178182,300.026182,300.054182,8801,99594,300.000000,4,4,CBC,1
7,Old,4,25500591.613368,25521117.919817,25516423.461615,25752066.267933,25752066.267933,25791325.571568,1.362021,5.678021,300.030021,300.062021,9583,86909,300.000000,4,4,CBC,1
8,Old,4,25501818.793051,25522346.261994,25517657.079257,25753019.039496,25753019.075557,25780352.341091,1.391058,7.415058,300.051058,300.111058,7862,54332,300.000000,4,4,CBC,1
9,Old,4,25500420.647557,25521025.304762,25516025.104686,25749349.980907,25749349.980907,25804508.796829,1.379930,3.039930,300.043930,300.063930,9512,69337,300.000000,4,4,CBC,1
10,Old,4,25500920.119823,25521478.196293,25516782.869898,25755003.519581,25755003.519581,25880747.753480,1.362965,6.130965,300.062965,300.098965,7635,72207,300.000000,4,4,CBC,1
