instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,4,180104.201530,180104.201530,180104.201530,258182.465641,258411.000000,258411.000000,0.000002,0.197584,0.000002,0.205172,5,627,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,4,180102.890831,180102.890831,180102.890831,257619.045718,258410.000000,258410.000000,0.000001,0.206388,0.223253,0.224730,18,669,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,4,180108.834357,180108.834357,180108.834357,258157.961650,258401.829932,258411.000000,0.000004,0.205333,0.227871,0.228207,18,694,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,4,180104.003378,180104.003378,180104.003378,257510.973914,258410.000000,258410.000000,0.000003,0.190872,0.227128,0.227491,32,743,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,4,180107.090419,180107.090419,180107.090419,258185.235562,258415.000000,258415.000000,0.000003,0.207373,0.215434,0.215533,6,626,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,4,180104.201530,180104.201530,180104.201530,258182.465641,258411.000000,258411.000000,0.000004,0.197574,0.205756,0.205846,6,628,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,4,180105.307739,180105.307739,180105.307739,258182.069046,258411.000000,258411.000000,0.000003,0.199239,0.207447,0.207531,6,644,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,4,180106.851530,180106.851530,180106.851530,258130.501337,258413.000000,258413.000000,0.000004,0.199431,0.209602,0.209686,7,621,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,4,180105.097826,180105.097826,180105.097826,258137.413533,258422.000000,258422.000000,0.000004,0.190901,0.201518,0.201600,7,636,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,4,180103.201530,180103.201530,180103.201530,258181.518769,258410.000000,258410.000000,0.000002,0.198304,0.206422,0.206507,6,627,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,4,180102.433421,180102.433421,180102.433421,257504.636374,258406.000000,258406.000000,0.000003,0.189338,0.225241,0.225588,31,761,3600.000000,0,0,0,GUROBI,1,0,0,0
