instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,64,180104.201530,183664.933637,182769.789581,257618.996481,258411.000000,258411.000000,3.605367,3.830639,3.840222,3.841262,9,641,3600.000000,70,24,24,GUROBI,1,14,0,0
1,New,64,180102.890831,183661.564711,182765.742756,257619.045718,258410.000000,258410.000000,2.567166,2.790423,2.799939,2.800959,9,647,3600.000000,70,24,24,GUROBI,1,14,0,0
2,New,64,180108.834357,183670.085880,182779.275163,258157.961650,258410.370053,258411.000000,2.556765,2.780203,2.808386,2.808737,23,739,3600.000000,70,24,24,GUROBI,1,14,0,0
3,New,64,180104.003378,183665.958577,182770.342341,257510.973914,258410.000000,258410.000000,2.575747,2.778452,2.791176,2.792929,12,623,3600.000000,70,24,24,GUROBI,1,14,0,0
4,New,64,180107.090419,183668.094496,182781.348438,257622.319995,258415.000000,258415.000000,2.524993,2.740018,2.754135,2.754225,10,660,3600.000000,70,24,24,GUROBI,1,14,0,0
5,New,64,180104.201530,183664.933637,182769.789581,257618.996481,258411.000000,258411.000000,2.563999,2.780409,2.790049,2.791079,9,641,3600.000000,70,24,24,GUROBI,1,14,0,0
6,New,64,180105.307739,183667.583964,182773.384353,258182.069046,258411.000000,258411.000000,2.580117,2.797987,2.804728,2.805323,5,645,3600.000000,70,24,24,GUROBI,1,14,0,0
7,New,64,180106.851530,183664.966971,182775.450229,257619.073590,258413.000000,258413.000000,2.544106,2.762412,2.772380,2.773495,9,651,3600.000000,70,24,24,GUROBI,1,14,0,0
8,New,64,180105.097826,183673.950767,182788.557465,258137.413533,258422.000000,258422.000000,2.552836,2.773008,2.783741,2.783830,5,657,3600.000000,70,24,24,GUROBI,1,14,0,0
9,New,64,180103.201530,183663.933637,182768.881248,257615.633416,258410.000000,258410.000000,2.568898,2.797139,2.807353,2.808434,9,640,3600.000000,70,24,24,GUROBI,1,14,0,0
10,New,64,180102.433421,183657.379041,182772.619270,257846.918167,258406.000000,258406.000000,2.568620,2.775522,2.790397,2.790722,18,654,3600.000000,70,24,24,GUROBI,1,14,0,0
