instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,20146.761297,20163.257804,20163.257804,20872.310921,21166.000000,21166.000000,0.718742,0.799305,0.718742,0.799942,2,236,3600.000000,4,3,14,GUROBI,1,0,0,0
1,New,4,18757.055994,18774.220760,18774.220760,19514.000000,19514.000000,19514.000000,0.051150,0.140360,0.140608,0.140886,1,212,3600.000000,20,1,15,GUROBI,1,18,0,0
2,New,4,17396.820837,17420.002015,17420.002015,19514.000000,19514.000000,19514.000000,0.054840,0.119130,0.119389,0.119672,1,142,3600.000000,22,1,13,GUROBI,1,20,0,0
3,New,4,18856.817432,18856.817432,18856.817432,20187.145177,21166.000000,21166.000000,0.091570,0.235563,0.241043,0.243602,19,370,3600.000000,22,3,15,GUROBI,1,20,0,0
4,New,4,13445.742365,13467.895852,13467.895852,17862.000000,17862.000000,17862.000000,0.194144,0.224144,0.224431,0.224711,1,85,3600.000000,23,13,13,GUROBI,1,21,0,0
5,New,4,19097.929838,19097.929838,19097.929838,20787.368760,21166.000000,21166.000000,0.049604,0.152927,0.154052,0.154372,3,184,3600.000000,18,1,15,GUROBI,1,16,0,0
6,New,4,17933.063233,17933.063233,17933.063233,19341.996285,19514.000000,19514.000000,0.045861,0.148061,0.158215,0.158586,24,188,3600.000000,16,1,16,GUROBI,1,14,0,0
7,New,4,16096.794590,17862.000000,17862.000000,17862.000000,17862.000000,17862.000000,0.288582,0.326115,0.326457,0.326767,1,135,3600.000000,30,12,12,GUROBI,1,28,0,0
8,New,4,17211.709010,37393.894135,25362.071080,40211.430973,41261.000000,41264.000000,0.215715,0.360986,0.396637,0.405989,113,452,3600.000000,25,13,13,GUROBI,1,23,0,0
9,New,4,15039.859194,17862.000000,17545.179035,17862.000000,17862.000000,17862.000000,0.070459,0.093227,0.093458,0.093727,2,74,3600.000000,21,2,12,GUROBI,1,19,0,0
