instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,64,-61647584.873762,-61647584.873762,-61647584.873762,-58152182.939437,-57888232.661618,100000000000000007629769841091887003294964970946560.000000,0.019683,3.539683,0.019683,300.059683,1306,159248,300.000000,0,0,CBC,1
1,None,64,-61675095.507244,-61675095.507244,-61675095.507244,-58162039.780376,-58162039.780376,-53920310.055482,0.019613,3.655613,300.271613,300.451613,2253,196213,300.000000,0,0,CBC,1
2,None,64,-61616330.006675,-61616330.006675,-61616330.006675,-57827708.928496,-57827708.928496,-53923295.306540,0.019725,3.319725,300.291725,300.471725,1971,187414,300.000000,0,0,CBC,1
3,None,64,-61642582.360886,-61642582.360886,-61642582.360886,-58147216.808372,-58147216.808372,-54185229.461057,0.019757,3.659757,300.319757,300.475757,1925,172386,300.000000,0,0,CBC,1
4,None,64,-61637396.007590,-61637396.007590,-61637396.007590,-58112264.453050,-58112259.907014,-53709108.581630,0.019650,3.759650,300.275650,300.459650,2062,176504,300.000000,0,0,CBC,1
5,None,64,-61621274.043472,-61621274.043472,-61621274.043472,-58139858.718110,-58139858.718110,-52585941.925537,0.019638,3.323638,300.391638,300.539638,2083,191960,300.000000,0,0,CBC,1
6,None,64,-61637467.044108,-61637467.044108,-61637467.044108,-58118813.365210,-58118789.023618,-53821379.459459,0.019624,3.455624,300.271624,300.475624,1713,170857,300.000000,0,0,CBC,1
7,None,64,-61676881.992876,-61676881.992876,-61676881.992876,-58159630.173104,-58159625.887975,-54569801.456026,0.019829,3.543829,300.295829,300.491829,1603,180500,300.000000,0,0,CBC,1
8,None,64,-61675932.243041,-61675932.243041,-61675932.243041,-58183898.614094,-58183898.614094,-52661521.248346,0.019908,3.275908,300.243908,300.419908,2088,228632,300.000000,0,0,CBC,1
9,None,64,-61709135.898369,-61709135.898369,-61709135.898369,-58167952.980743,-58167932.408518,-53888847.075579,0.019665,3.895665,300.247665,300.435665,2021,184863,300.000000,0,0,CBC,1
10,None,64,-61647792.327512,-61647792.327512,-61647792.327512,-58156845.252496,-58156845.252496,-54163974.078254,0.019773,3.703773,300.259773,300.427773,1903,196610,300.000000,0,0,CBC,1
