instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,64,16.433333,16.683333,16.683333,18.250000,20.000000,20.000000,1.500225,1.515584,1.500225,1.516637,1,220,3600.000000,64,5,16,GUROBI,1,4,0,0
1,Old,64,15.391647,16.070800,16.041870,24.095063,25.000000,25.000000,0.489178,0.557938,0.653360,0.653738,186,1890,3600.000000,64,12,0,GUROBI,1,27,23,0
2,Old,64,16.450925,16.869048,16.684250,22.000000,22.000000,22.000000,0.629679,0.659642,0.660112,0.660355,1,253,3600.000000,64,21,0,GUROBI,1,14,10,0
3,Old,64,14.566144,15.064281,14.951710,21.998553,22.000000,22.000000,0.449147,0.504520,0.508025,0.508270,6,357,3600.000000,64,21,0,GUROBI,1,25,21,0
4,Old,64,17.991070,18.074189,18.033696,25.956427,27.000000,27.000000,0.390957,0.435401,0.447355,0.447819,25,388,3600.000000,64,3,0,GUROBI,1,34,30,0
5,Old,64,16.011905,16.178571,16.178571,20.000000,20.000000,20.000000,0.553401,0.597262,0.597948,0.598201,3,272,3600.000000,64,6,0,GUROBI,1,4,0,0
6,Old,64,15.343165,15.476955,15.476955,21.000000,21.000000,21.000000,0.560614,0.650111,0.706365,0.706629,17,544,3600.000000,64,15,0,GUROBI,1,4,0,0
7,Old,64,15.090459,15.315238,15.259655,19.990000,20.000000,20.000000,0.633996,0.665504,0.665969,0.666220,1,268,3600.000000,64,21,0,GUROBI,1,16,12,0
8,Old,64,12.881538,13.632782,13.051908,19.999987,20.000000,20.000000,0.323837,0.354661,0.355063,0.355332,1,153,3600.000000,64,4,0,GUROBI,1,49,45,0
9,Old,64,13.888360,14.390847,14.390847,19.828435,20.000000,20.000000,0.552046,0.630630,0.641903,0.642185,10,508,3600.000000,64,10,0,GUROBI,1,11,10,3
