instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,5480.606156,5718.207760,5584.275797,6825.665116,7045.733623,100000000000000007629769841091887003294964970946560.000000,2.689096,3.329096,2.689096,300.033096,26178,331375,300.000000,16,2,CBC,1
1,Farkas,16,5569.287151,5967.639751,5673.700939,9809.443642,10032.000000,10032.000000,0.333937,0.433937,6.737937,6.741937,868,8163,300.000000,16,2,CBC,1
2,Farkas,16,5529.519747,5786.455568,5626.169111,8813.798604,9076.000000,9076.000000,0.304844,1.536844,43.092844,43.112844,5168,60568,300.000000,16,2,CBC,1
3,Farkas,16,5485.425787,5764.921429,5598.223403,9600.589635,9687.000000,9687.000000,0.303756,0.931756,4.999756,5.007756,392,6216,300.000000,16,2,CBC,1
4,Farkas,16,5546.353261,5939.936165,5648.068446,10458.490933,10506.000000,10506.000000,0.304735,0.500735,2.584735,2.592735,283,3352,300.000000,16,2,CBC,1
5,Farkas,16,5474.265516,5711.867209,5577.274155,7054.517045,7435.715273,7544.000000,0.246189,1.026189,300.074189,300.094189,26672,306912,300.000000,16,2,CBC,1
6,Farkas,16,5492.363528,5874.508410,5595.731680,10081.193193,10123.000000,10123.000000,0.305237,0.909237,2.305237,2.313237,185,2267,300.000000,16,2,CBC,1
7,Farkas,16,5479.944915,5871.174303,5579.231163,8210.980332,8591.000000,8591.000000,0.304557,2.124557,30.920557,30.944557,3423,37510,300.000000,16,2,CBC,1
8,Farkas,16,5498.492712,5896.772811,5607.295369,9361.286616,9603.000000,9603.000000,0.317658,0.425658,9.449658,9.461658,1129,11896,300.000000,16,2,CBC,1
9,Farkas,16,5515.542192,5784.199580,5620.739691,8713.672968,9193.000000,9193.000000,0.320847,0.436847,129.748847,129.760847,17035,174525,300.000000,16,2,CBC,1
10,Farkas,16,5570.132841,5827.165018,5657.886905,8978.962197,9332.000000,9332.000000,0.309616,1.357616,60.965616,60.981616,6093,90859,300.000000,16,2,CBC,1
