instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,12841.689392,12843.774708,12843.774708,12849.592093,12850.860737,12850.860737,3.900278,4.728278,5.608278,5.616278,21,770,300.000000,4,5,CBC,1
1,Old,4,12801.449210,12803.772490,12803.772490,12811.331981,12813.639909,12813.639909,1.462281,3.074281,7.194281,7.206281,122,1972,300.000000,4,5,CBC,1
2,Old,4,12832.998024,12835.366479,12833.086104,12842.623454,12845.869228,12845.869228,1.649542,2.709542,7.565542,7.581542,136,2305,300.000000,4,12,CBC,1
3,Old,4,12839.839341,12841.924656,12841.924656,12847.686006,12849.858564,12849.858564,1.488432,2.652432,11.440432,11.456432,350,4737,300.000000,4,3,CBC,1
4,Old,4,12843.333371,12845.418686,12843.747628,12853.500721,12855.180950,12855.180950,1.640288,3.172288,8.200288,8.216288,130,2312,300.000000,4,8,CBC,1
5,Old,4,12808.341830,12810.427145,12810.427145,12815.194063,12816.608008,12816.608008,1.936592,2.768592,5.504592,5.516592,63,1155,300.000000,4,5,CBC,1
6,Old,4,12816.458884,12818.544200,12818.544200,12825.209533,12827.593670,12827.593670,1.482639,3.998639,11.722639,11.746639,216,3704,300.000000,4,5,CBC,1
7,Old,4,12833.385921,12835.471236,12834.345123,12838.388350,12843.009151,12843.009151,1.497684,2.105684,10.029684,10.037684,274,3435,300.000000,4,5,CBC,1
8,Old,4,12799.965559,12802.050874,12802.050874,12806.573327,12812.793496,12812.793496,7.000258,7.580258,12.536258,12.548258,172,2088,300.000000,4,3,CBC,1
9,Old,4,12849.226215,12851.311530,12851.311530,12855.715338,12857.770467,12857.770467,1.876009,3.428009,5.180009,5.196009,33,941,300.000000,4,8,CBC,1
10,Old,4,12831.910668,12834.312950,12833.430618,12838.802331,12839.090381,12839.090381,1.509162,2.713162,5.101162,5.113162,53,1221,300.000000,4,5,CBC,1
