instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,947.957237,966.007752,965.585630,1067.213596,1120.000000,1120.000000,0.789070,0.892158,0.899615,0.944727,184,1331,3600.000000,16,8,8,GUROBI,1,3,0,0
1,Farkas,16,891.212036,901.398161,893.120243,1090.324324,1120.000000,1120.000000,0.027211,0.104845,0.108224,0.112182,22,321,3600.000000,16,8,0,GUROBI,1,8,5,0
2,Farkas,16,860.261488,860.261488,860.261488,1293.512147,1348.000000,1348.000000,0.030500,0.067064,0.093519,0.096115,137,694,3600.000000,16,8,0,GUROBI,1,12,9,0
3,Farkas,16,806.693125,806.693125,806.693125,1052.518692,1099.000000,1099.000000,0.024182,0.103552,0.113506,0.116022,35,462,3600.000000,16,8,0,GUROBI,1,4,4,3
4,Farkas,16,956.928053,980.678407,967.121958,1102.597074,1128.000000,1128.000000,0.028910,0.129581,0.147929,0.155318,91,775,3600.000000,16,8,0,GUROBI,1,11,8,0
5,Farkas,16,802.529464,805.315726,802.529464,991.078860,994.000000,994.000000,0.026322,0.052590,0.053061,0.053129,1,89,3600.000000,16,8,0,GUROBI,1,4,1,0
6,Farkas,16,856.991590,856.991590,856.991590,1070.822955,1075.000000,1075.000000,0.023729,0.108066,0.112006,0.112227,17,244,3600.000000,16,8,0,GUROBI,1,3,3,3
7,Farkas,16,711.432203,711.432203,711.432203,754.661810,755.000000,755.000000,0.026656,0.036547,0.036804,0.037081,1,24,3600.000000,16,8,0,GUROBI,1,7,4,0
8,Farkas,16,980.098188,980.318424,980.098188,1138.445255,1148.000000,1148.000000,0.026018,0.081550,0.084712,0.084914,17,212,3600.000000,16,8,0,GUROBI,1,1,1,3
9,Farkas,16,661.668778,717.377049,661.668778,868.247477,888.000000,888.000000,0.025651,0.098290,0.116581,0.118654,97,477,3600.000000,16,8,0,GUROBI,1,5,2,0
10,Farkas,16,923.769321,947.070030,923.769321,1178.177180,1193.000000,1193.000000,0.027132,0.095037,0.096135,0.098317,15,207,3600.000000,16,8,0,GUROBI,1,8,5,0
