instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,8951799.928130,8960387.326153,8954577.045724,8956063.144349,8965512.688219,8966406.491520,1.423453,1.452377,1.565551,1.636151,1302,2734,3600.000000,16,10,10,GUROBI,1,2,0,0
1,Farkas,16,8954135.165118,8962551.847418,8960960.048739,8962058.916205,8964182.588285,8964844.179759,0.017714,0.040483,0.079008,0.079221,436,622,3600.000000,16,10,0,GUROBI,1,2,0,0
2,Farkas,16,8970159.443836,8979025.424605,8973094.000101,8976546.742771,8987688.230433,8988585.857040,0.019439,0.048473,0.169646,0.441678,2747,6273,3600.000000,16,10,0,GUROBI,1,2,0,0
3,Farkas,16,8967761.325912,8968009.747162,8968005.431912,8968876.592256,8973040.518313,8973921.108245,0.020552,0.040973,0.240265,0.450439,2941,5554,3600.000000,16,10,0,GUROBI,1,2,0,0
4,Farkas,16,8942196.483932,8942568.133974,8942568.133974,8944930.892086,8947156.271059,8948033.336090,0.022048,0.039655,0.065835,0.116154,561,1308,3600.000000,16,10,0,GUROBI,1,2,0,0
5,Farkas,16,8962380.810003,8973495.345681,8968869.425326,8971707.541623,8980741.102939,8981098.705780,0.020542,0.044676,0.378986,0.379312,2249,5654,3600.000000,16,10,0,GUROBI,1,2,0,0
6,Farkas,16,8951211.831613,8959630.128351,8953834.303280,8955122.362609,8966663.479731,8967530.491920,0.019915,0.040621,0.092657,0.196325,1168,3194,3600.000000,16,10,0,GUROBI,1,2,0,0
7,Farkas,16,8940598.228475,8952136.300218,8946407.908487,8950366.399504,8959977.681489,8960869.491920,0.019965,0.042419,0.177053,0.405854,2347,4872,3600.000000,16,10,0,GUROBI,1,2,0,0
8,Farkas,16,8976053.043959,8985578.751412,8980073.432293,8981731.036452,8990367.522938,8991204.311148,0.018408,0.044956,0.177833,0.179491,937,1182,3600.000000,16,10,0,GUROBI,1,2,0,0
9,Farkas,16,8958135.075514,8960550.861263,8959549.264513,8961409.373788,8965886.353280,8966771.491920,0.020891,0.044084,0.081045,0.148002,730,1815,3600.000000,16,10,0,GUROBI,1,2,0,0
10,Farkas,16,8943551.037550,8948566.726502,8947576.634216,8948670.392419,8953500.054743,8954393.704890,0.020871,0.037060,0.236958,0.357088,2147,4476,3600.000000,16,10,0,GUROBI,1,2,0,0
