instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,25877.609268,25960.674911,25931.345769,25980.182556,26374.000000,26374.000000,3979.167056,3981.930555,4026.046943,4026.949762,1179,83385,3600.000000,4,224,224,GUROBI,1,0,0,0
1,Farkas,4,25876.578653,25967.159741,25932.002762,25982.552417,26376.000000,26376.000000,0.996645,3.799937,38.612515,40.140606,962,73804,3600.000000,4,224,0,GUROBI,1,0,0,0
2,Farkas,4,25852.688226,25939.074445,25916.005217,25965.810898,26354.000000,26355.000000,1.120688,3.651860,36.672746,44.734833,1111,77933,3600.000000,4,224,0,GUROBI,1,0,0,0
3,Farkas,4,25869.298693,25953.635467,25926.939388,25978.054367,26371.000000,26373.000000,1.001095,3.716542,27.369668,27.384549,1037,66019,3600.000000,4,224,0,GUROBI,1,0,0,0
4,Farkas,4,25880.071028,25960.733787,25933.364606,25983.664982,26383.000000,26384.000000,1.040336,3.309079,51.790767,52.149922,1339,88230,3600.000000,4,224,0,GUROBI,1,0,0,0
5,Farkas,4,25878.273475,25961.650325,25932.562927,25978.266800,26371.000000,26373.000000,1.075159,4.015130,41.155392,41.216989,871,67931,3600.000000,4,224,0,GUROBI,1,0,0,0
6,Farkas,4,25844.678319,25928.024879,25899.109122,25941.430056,26355.000000,26355.000000,1.046548,3.810062,24.554807,30.173854,1426,91472,3600.000000,4,224,0,GUROBI,1,0,0,0
7,Farkas,4,25880.260898,25960.392349,25932.241585,25981.553333,26359.000000,26361.000000,1.044222,3.880035,47.227176,48.436279,1361,95195,3600.000000,4,224,0,GUROBI,1,0,0,0
8,Farkas,4,25879.012340,25965.983787,25935.820263,25985.289827,26379.000000,26379.000000,1.000924,3.939062,26.794408,35.061921,998,63632,3600.000000,4,224,0,GUROBI,1,0,0,0
9,Farkas,4,25892.236362,25968.391740,25931.708782,25985.578176,26343.000000,26345.000000,1.132209,3.861842,51.441827,51.613433,1137,90422,3600.000000,4,224,0,GUROBI,1,0,0,0
10,Farkas,4,25864.785330,25966.283591,25911.719723,25961.817283,26394.000000,26394.000000,1.179787,3.890428,39.559680,42.578159,1150,73493,3600.000000,4,224,0,GUROBI,1,0,0,0
