instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,14274.102667,14279.427542,14277.756365,15771.847217,16029.692681,16029.692681,3.988315,4.836509,5.105597,5.115108,38,4129,3600.000000,4,47,47,GUROBI,1,0,0,0
1,Farkas,4,14278.170960,14282.798219,14281.694000,15722.322768,16027.692681,16027.692681,0.062954,0.776752,0.966242,0.966441,20,2516,3600.000000,4,47,0,GUROBI,1,0,0,0
2,Farkas,4,14270.795753,14276.319236,14274.497013,15759.991740,16018.992681,16018.992681,0.063854,0.899160,0.972166,0.972356,22,2789,3600.000000,4,47,0,GUROBI,1,0,0,0
3,Farkas,4,14272.593734,14276.842996,14275.931933,15679.282119,16029.692681,16029.692681,0.063497,0.991537,1.125546,1.136701,28,3638,3600.000000,4,47,0,GUROBI,1,0,0,0
4,Farkas,4,14273.825640,14279.102542,14277.579706,15790.809209,16019.429721,16020.692681,0.063167,0.933675,1.034726,1.034913,30,3420,3600.000000,4,47,0,GUROBI,1,0,0,0
5,Farkas,4,14282.254975,14288.114624,14285.927885,15751.567388,16036.692681,16036.692681,0.063739,1.075547,1.173616,1.193985,42,3264,3600.000000,4,47,0,GUROBI,1,0,0,0
6,Farkas,4,14275.379054,14280.762901,14279.210501,15700.184954,16023.992681,16023.992681,0.056663,0.885094,0.973498,0.973686,27,3035,3600.000000,4,47,0,GUROBI,1,0,0,0
7,Farkas,4,14271.670235,14277.427542,14275.323933,15715.578282,16027.692681,16027.692681,0.056003,0.817821,1.106578,1.127311,42,3307,3600.000000,4,47,0,GUROBI,1,0,0,0
8,Farkas,4,14276.251727,14281.217647,14279.478881,15693.109940,16021.692681,16021.692681,0.063671,1.001222,1.206252,1.206438,37,3725,3600.000000,4,47,0,GUROBI,1,0,0,0
9,Farkas,4,14279.201708,14284.830577,14282.621859,15752.177307,16028.922152,16029.692681,0.063709,0.918029,1.120457,1.136902,38,3628,3600.000000,4,47,0,GUROBI,1,0,0,0
10,Farkas,4,14271.288057,14276.453828,14275.004499,15772.336411,16031.692681,16031.692681,0.056746,1.114157,1.182468,1.192828,20,3682,3600.000000,4,47,0,GUROBI,1,0,0,0
