1,Old,4,2752.322619,3119.072619,2890.513002,8104.451288,8443.000000,8443.000000,0.117440,1.809440,126.641440,126.661440,17975,169587,300.000000,4,2,CBC,1
2,Old,4,2765.054762,3131.054762,3125.054762,10457.050888,10489.000000,10489.000000,0.091319,0.827319,1.983319,1.991319,189,2275,300.000000,4,4,CBC,1
3,Old,4,2773.584524,3141.834524,2944.584524,9275.170945,9383.000000,9383.000000,0.107603,1.359603,6.011603,6.027603,634,7351,300.000000,4,4,CBC,1
4,Old,4,2785.522619,3151.522619,3031.647242,8612.764129,8707.000000,8707.000000,0.102391,0.250391,9.670391,9.678391,1611,11875,300.000000,4,3,CBC,1
5,Old,4,2737.823810,3105.323810,3003.063810,7684.561594,8088.000000,8088.000000,0.089979,1.829979,89.861979,89.881979,13287,114565,300.000000,4,3,CBC,1
6,Old,4,2740.589286,3108.839286,3003.669943,7041.646091,7393.268615,7664.000000,0.116550,1.172550,300.248550,300.256550,28732,317150,300.000000,4,2,CBC,1
7,Old,4,2810.969048,3182.969048,2988.714797,11707.733080,11738.000000,11738.000000,0.137699,0.349699,0.813699,0.817699,72,727,300.000000,4,9,CBC,1
8,Old,4,2766.730952,3134.980952,2902.512576,9819.624111,9931.000000,9931.000000,0.114001,1.014001,6.414001,6.422001,1005,8281,300.000000,4,2,CBC,1
9,Old,4,2744.088095,3112.338095,2887.456310,9651.157319,9809.000000,9809.000000,0.114537,0.438537,3.914537,3.918537,703,5200,300.000000,4,2,CBC,1
10,Old,4,2739.638095,3107.138095,2930.199702,7662.678144,7851.000000,7851.000000,0.115151,0.651151,27.115151,27.123151,3604,36704,300.000000,4,3,CBC,1
