instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,4,27844619.173496,27844619.173496,27844619.173496,27937219.982646,27991042.648383,27991042.648383,0.006600,0.606600,71.554600,71.570600,1488,28498,300.000000,0,0,CBC,1
1,None,4,27401992.624350,27401992.624350,27401992.624350,27503721.344673,27545425.061491,27545425.061491,0.011269,0.555269,67.955269,67.975269,1540,39746,300.000000,0,0,CBC,1
2,None,4,26843499.047455,26843499.047455,26843499.047455,27009610.075877,27009610.075877,27239141.464033,0.007200,0.591200,300.067200,300.095200,7259,84306,300.000000,0,0,CBC,1
3,None,4,30401408.832673,30401408.832673,30401408.832673,31108666.382782,31109004.868149,32178393.183018,0.007001,7.423001,300.031001,300.095001,3583,126652,300.000000,0,0,CBC,1
4,None,4,27073488.321572,27073488.321572,27073488.321572,27521472.566670,27521472.566670,27782345.478898,0.006925,0.454925,300.058925,300.082925,7045,75917,300.000000,0,0,CBC,1
5,None,4,30419564.142920,30419564.142920,30419564.142920,30652453.200595,30652453.200595,30749963.880636,0.006562,2.926562,300.030562,300.054562,7035,80243,300.000000,0,0,CBC,1
6,None,4,27587872.867652,27587872.867652,27587872.867652,28298020.503437,28298020.503437,28653047.146436,0.006924,0.686924,300.078924,300.106924,5085,96278,300.000000,0,0,CBC,1
7,None,4,30229858.367364,30229858.367364,30229858.367364,30915121.316460,30915121.316460,31690108.286186,0.007020,1.155020,300.079020,300.107020,5769,138915,300.000000,0,0,CBC,1
8,None,4,27667942.025255,27667942.025255,27667942.025255,27942337.799813,27942337.799813,28029008.642610,0.006923,0.706923,300.058923,300.078923,9681,88110,300.000000,0,0,CBC,1
9,None,4,31127038.987354,31127038.987354,31127038.987354,31452764.911259,31452764.911259,31543313.967010,0.006938,0.814938,300.022938,300.042938,5940,186394,300.000000,0,0,CBC,1
10,None,4,27803310.843300,27803310.843300,27803310.843300,28207907.624145,28207907.624145,28283937.210812,0.006889,1.594889,300.042889,300.066889,9362,88278,300.000000,0,0,CBC,1
