instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,20430947.618854,20440452.078832,20437789.089269,20731272.625885,20740044.565756,20740496.768779,1.031885,1.183793,1.207383,1.208804,34,762,3600.000000,4,13,30,GUROBI,1,0,0,0
1,New,4,329302.986072,332588.758474,332588.758474,581997.283550,586237.737034,586268.448854,0.224754,0.361243,0.373048,0.374195,31,481,3600.000000,8,8,36,GUROBI,1,0,0,0
2,New,4,4910741.382501,4913796.260919,4913796.260919,5072004.700161,5076896.850874,5077155.704989,0.401924,0.490357,0.507624,0.507712,30,521,3600.000000,19,5,29,GUROBI,1,0,0,0
3,New,4,9844674.412797,9850935.065141,9850935.065141,10147177.581910,10154152.807184,10154248.975286,0.151814,0.276693,0.282347,0.289249,23,555,3600.000000,5,4,38,GUROBI,1,0,0,0
4,New,4,4945399.128539,4949695.694945,4949695.694945,5164485.899552,5166113.182512,5166113.182512,0.210478,0.312487,0.324318,0.325651,23,438,3600.000000,10,4,39,GUROBI,1,0,0,0
5,New,4,7243389.362048,7252868.998767,7252868.998767,7462870.932298,7463451.393919,7463451.393919,0.173147,0.278148,0.279998,0.280676,4,331,3600.000000,4,6,32,GUROBI,1,0,0,0
6,New,4,2977674.841723,2985056.427661,2985056.427661,3217135.461168,3217203.085264,3217203.085264,0.113227,0.238134,0.239231,0.239950,5,370,3600.000000,6,2,37,GUROBI,1,0,0,0
7,New,4,10134079.835213,10142668.883266,10142668.883266,10409239.787960,10414029.040882,10414801.829607,0.135192,0.268779,0.313368,0.313871,75,658,3600.000000,4,5,35,GUROBI,1,0,0,0
8,New,4,9977515.986791,9997118.203211,9996801.970576,10234482.913596,10239261.451267,10239261.451267,0.113957,0.224597,0.226977,0.227641,4,333,3600.000000,4,3,35,GUROBI,1,0,0,0
9,New,4,6239647.278066,6247028.864004,6247028.864004,6441240.435353,6447209.380400,6447209.380400,0.132103,0.249806,0.257893,0.261960,17,419,3600.000000,4,3,37,GUROBI,1,0,0,0
10,New,4,5798430.860927,5803941.929677,5802292.827234,6022526.058778,6023372.904041,6023660.040314,0.119601,0.262792,0.267670,0.267787,9,525,3600.000000,4,2,31,GUROBI,1,0,0,0
