instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,64,3192.042000,3729.570000,3381.961718,3842.927612,3983.000000,3983.000000,8.813958,9.410918,9.516692,9.516834,25,2306,3600.000000,64,12,12,GUROBI,1,1,0,0
1,New,64,2365.602000,2913.964000,2839.616503,2924.344547,2954.000000,2954.000000,11.004840,11.286055,11.430011,11.433657,40,1386,3600.000000,64,15,15,GUROBI,1,0,0,0
2,New,64,2646.054000,3133.672000,2879.894959,3331.398654,3340.000000,3340.000000,10.556414,10.937273,10.946308,10.948727,7,1100,3600.000000,64,13,13,GUROBI,1,0,0,0
3,New,64,2850.534000,3535.746000,3401.386971,3593.934628,3764.000000,3764.000000,9.459415,9.782774,9.930233,9.964292,54,1929,3600.000000,64,12,12,GUROBI,1,0,0,0
4,New,64,3426.952000,3426.952000,3426.952000,4090.724586,4212.000000,4212.000000,9.311266,9.816251,9.942664,9.950722,40,1981,3600.000000,64,13,13,GUROBI,1,0,0,0
5,New,64,2768.324000,3226.498000,3020.541244,3588.911138,3739.000000,3739.000000,11.650517,12.190698,12.434115,12.439041,88,2996,3600.000000,64,16,16,GUROBI,1,0,0,0
6,New,64,3364.874000,3898.918000,3597.513249,4025.373319,4245.000000,4245.000000,10.767152,11.224829,11.367137,11.391456,51,2276,3600.000000,64,13,13,GUROBI,1,0,0,0
7,New,64,666.598000,1065.426000,970.425655,1079.145091,1139.000000,1139.000000,10.474560,10.700482,10.760526,10.769655,22,821,3600.000000,64,14,14,GUROBI,1,0,0,0
8,New,64,399.844000,400.844000,400.844000,1049.209701,1082.000000,1082.000000,11.161540,11.574024,11.598205,11.602459,7,1171,3600.000000,64,15,15,GUROBI,1,0,0,0
9,New,64,1754.750000,2223.720000,2096.345279,2321.142943,2479.000000,2479.000000,9.378160,9.639115,9.861826,9.867329,105,2256,3600.000000,64,13,13,GUROBI,1,0,0,0
10,New,64,2426.898000,2427.898000,2427.898000,2970.013225,3002.000000,3002.000000,10.067463,10.505965,10.562705,10.563380,23,1499,3600.000000,64,14,14,GUROBI,1,0,0,0
