instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,25877.609268,25960.674911,25926.310087,25972.144716,26372.000000,26374.000000,3812.365050,3814.725407,3829.380362,3829.811254,811,50982,3600.000000,4,224,224,GUROBI,1,0,0,0
1,Old,4,25870.882906,25954.983245,25927.198743,25972.451634,26367.000000,26369.000000,2180.923258,2183.590969,2221.452853,2225.591475,1196,90766,3600.000000,4,229,0,GUROBI,1,0,0,0
2,Old,4,25880.055928,25963.606585,25922.978157,25977.824026,26374.000000,26375.000000,3612.110213,3613.854116,3649.281576,3649.789194,1173,89069,3600.000000,4,67,0,GUROBI,1,0,0,0
3,Old,4,25874.278408,25959.249016,25939.872796,25978.536407,26372.000000,26372.000000,3624.172943,3626.703033,3665.320643,3665.936097,1083,82662,3600.000000,4,207,0,GUROBI,1,0,0,0
4,Old,4,25876.294285,25958.457941,25924.287496,25968.872300,26368.000000,26368.000000,3616.701285,3620.819817,3687.537354,3702.834237,856,68727,3600.000000,4,182,0,GUROBI,1,0,0,0
5,Old,4,25880.668708,25962.408846,25932.263916,25985.131754,26372.000000,26374.000000,3617.651191,3620.004456,3650.144652,3650.271541,845,65530,3600.000000,4,170,0,GUROBI,1,0,0,0
6,Old,4,25870.664301,25954.254292,25922.998734,25969.132630,26364.000000,26365.000000,3606.163396,3608.378420,3624.475689,3624.478517,780,55073,3600.000000,4,217,0,GUROBI,1,0,0,0
7,Old,4,25876.434966,25960.037864,25936.526536,25980.061777,26372.000000,26372.000000,2678.010489,2680.621817,2712.364968,2712.365809,835,61371,3600.000000,4,224,0,GUROBI,1,0,0,0
8,Old,4,25880.603864,25964.166807,25939.955188,25989.273762,26378.000000,26378.000000,2513.938721,2516.662126,2560.468711,2560.734509,1259,90441,3600.000000,4,225,0,GUROBI,1,0,0,0
9,Old,4,25874.861528,25957.352995,25936.423115,25981.672809,26376.000000,26376.000000,2617.475878,2620.294891,2658.876022,2658.888735,1026,76074,3600.000000,4,230,0,GUROBI,1,0,0,0
10,Old,4,25877.156208,25960.699914,25939.622571,25983.441724,26374.000000,26374.000000,2377.911602,2380.474632,2410.663434,2411.996594,773,62801,3600.000000,4,224,0,GUROBI,1,0,0,0
