instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,64,95919464.000000,102291675.000000,99328762.662651,106920712.985292,106932242.082178,106940226.000000,9.623041,9.764623,9.773196,9.773311,8,369,3600.000000,64,3,19,GUROBI,1,0,0,0
1,Old,64,88898464.058106,92438233.304029,90941368.833184,98489107.620045,98525704.600000,98525704.600000,27.027072,27.192747,27.203567,27.203685,12,374,3600.000000,64,18,0,GUROBI,1,0,0,0
2,Old,64,81931006.639992,86421181.063399,85562767.115032,90005930.111282,90125069.133929,90125069.133929,39.254346,39.527454,39.542185,39.547025,14,482,3600.000000,64,7,0,GUROBI,1,0,0,0
3,Old,64,65420386.561731,67516222.666956,67295120.258303,71613208.010405,71695444.138889,71695444.138889,21.226196,21.498854,21.514692,21.516608,14,420,3600.000000,64,15,0,GUROBI,1,0,0,0
4,Old,64,69041624.025389,71212508.405023,69399043.088255,73571935.793794,73909754.319444,73909754.319444,16.111369,16.525067,16.550509,16.554450,9,610,3600.000000,64,2,0,GUROBI,1,0,0,0
5,Old,64,57495764.773223,57871528.498168,57871528.498168,62240214.203656,62478249.033333,62478249.033333,9.134592,9.403439,9.432378,9.432497,17,379,3600.000000,64,10,0,GUROBI,1,0,0,0
6,Old,64,80924181.785825,82213868.229421,81296504.741434,86601669.669035,86645034.539216,86645034.539216,22.984583,23.149692,23.157331,23.159398,10,459,3600.000000,64,18,0,GUROBI,1,0,0,0
7,Old,64,72847462.123468,73545082.589214,73486069.992782,79484474.381597,79509829.944735,79513927.472222,31.552896,31.722326,31.728405,31.731379,12,448,3600.000000,64,10,0,GUROBI,1,0,0,0
8,Old,64,96354868.243651,101250275.643671,96355127.541792,107111889.761821,107300453.500000,107300453.500000,13.678783,13.835163,13.851803,13.859236,17,485,3600.000000,64,19,0,GUROBI,1,0,0,0
9,Old,64,86610236.993079,90701675.621236,87548094.006721,93733562.226649,93812715.892857,93812715.892857,52.787426,52.923644,52.934735,52.934856,7,447,3600.000000,64,1,0,GUROBI,1,0,0,0
10,Old,64,75423281.333333,78797282.592377,76182141.745418,81521605.127964,82610880.547619,82610880.547619,21.304731,21.437622,21.464514,21.489532,42,627,3600.000000,64,15,0,GUROBI,1,0,0,0
