instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,95919464.000000,97834834.000000,97308834.000000,106862702.034673,106940226.000000,106940226.000000,8.670367,8.946367,9.298367,9.310367,14,425,300.000000,4,14,CBC,1
1,Farkas,4,95959231.211600,97874793.379400,97351422.327400,106901915.763123,106981812.000000,106981812.000000,0.106722,0.342722,1.434722,1.446722,46,963,300.000000,4,14,CBC,1
2,Farkas,4,95872522.737000,97795076.427400,97261187.479400,106828573.876230,106911631.000000,106911631.000000,0.107160,0.355160,1.627160,1.635160,54,1057,300.000000,4,14,CBC,1
3,Farkas,4,95882799.529600,97793615.825800,97272876.877800,106819120.598216,106902285.000000,106902285.000000,0.107562,0.327562,1.231562,1.243562,40,909,300.000000,4,14,CBC,1
4,Farkas,4,95955036.791600,97859698.998800,97341588.998800,106883624.596558,106966928.000000,106966928.000000,0.106984,0.330984,1.442984,1.454984,56,891,300.000000,4,14,CBC,1
5,Farkas,4,95888092.742200,97794350.201600,97278871.779600,106821098.803666,106894855.000000,106894855.000000,0.106986,0.410986,1.482986,1.494986,46,911,300.000000,4,14,CBC,1
6,Farkas,4,95922597.220800,97836557.990800,97310556.938800,106866923.147278,106944954.000000,106944954.000000,0.106479,0.350479,1.258479,1.270479,42,823,300.000000,4,14,CBC,1
7,Farkas,4,95938403.640400,97858326.792600,97327068.370600,106878639.906287,106952412.000000,106952412.000000,0.106863,0.382863,1.722863,1.734863,66,1037,300.000000,4,14,CBC,1
8,Farkas,4,95923567.663200,97854013.766800,97312233.766800,106891448.589026,106972583.000000,106972583.000000,0.106786,0.434786,1.818786,1.830786,68,1159,300.000000,4,14,CBC,1
9,Farkas,4,96024941.863600,97943132.479200,97417133.531200,106943173.564775,107020385.000000,107020385.000000,0.107045,0.419045,1.863045,1.875045,70,1101,300.000000,4,14,CBC,1
10,Farkas,4,96000256.302800,97915816.995600,97392446.995600,106965319.956549,107044290.000000,107044290.000000,0.107462,0.367462,2.031462,2.039462,74,1235,300.000000,4,14,CBC,1
