instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,176867.503349,176870.378349,176870.378349,256678.944475,258411.000000,258411.000000,71.665505,72.265505,234.381505,234.385505,19562,166901,300.000000,118,26,CBC,1
1,New,16,163124.278107,163127.278107,163127.278107,192318.196426,204571.719268,206343.000000,10.860888,11.056888,310.988888,310.988888,57971,338502,300.000000,161,2,CBC,1
2,New,16,177906.538269,177909.302975,177909.302975,244089.856796,248023.382135,249585.000000,6.029832,6.349832,306.253832,306.257832,50006,334504,300.000000,126,1,CBC,1
3,New,16,181503.232514,181506.107514,181506.107514,253370.979615,253371.000000,253371.000000,19.286303,19.606303,19.646303,19.646303,2,360,300.000000,261,2,CBC,1
4,New,16,177234.095680,177237.249527,177237.249527,243076.790377,252197.000000,252197.000000,11.625288,11.981288,60.809288,60.813288,10182,51467,300.000000,150,3,CBC,1
5,New,16,177564.972499,177567.847499,177567.847499,257831.631246,258384.000000,258384.000000,88.594699,91.118699,260.018699,260.034699,17140,174988,300.000000,150,25,CBC,1
6,New,16,175770.090871,175772.965871,175772.965871,220601.322843,239229.000000,239229.000000,7.993515,8.273515,32.205515,32.209515,4950,27465,300.000000,132,2,CBC,1
7,New,16,179002.104287,179004.979287,179004.979287,265262.939741,272248.000000,272248.000000,102.479125,103.059125,258.119125,258.123125,21049,124884,300.000000,176,26,CBC,1
8,New,16,174883.158657,174886.269768,174886.269768,242186.613903,242557.000000,242557.000000,8.150799,8.758799,11.026799,11.030799,409,3394,300.000000,142,2,CBC,1
9,New,16,177271.001479,177274.201479,177274.201479,247685.233921,249343.000000,249343.000000,12.352358,12.936358,79.348358,79.352358,11215,77550,300.000000,185,2,CBC,1
10,New,16,174511.967285,174514.842285,174514.842285,233099.549718,240648.000000,240648.000000,7.250232,7.466232,60.434232,60.438232,11385,72390,300.000000,159,1,CBC,1
