instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,-2451537.325024,-2451432.253579,-2451463.020365,-2451460.036176,-2451427.752232,-2451297.000000,23.438812,24.560960,41.138012,41.140031,4314,12184,3600.000000,16,2,2,GUROBI,1,4,0,0
1,Farkas,16,-2428257.880555,-2428251.590061,-2428257.880555,-2409952.639563,-2409940.862609,-2409827.000000,0.378311,1.384523,84.375538,84.388924,9697,173248,3600.000000,16,2,0,GUROBI,1,4,0,0
2,Farkas,16,-2369201.258270,-2369154.054342,-2369201.258270,-2293572.393571,-2293567.000000,-2293424.000000,0.691141,1.621077,4.558523,4.560234,853,2959,3600.000000,16,2,0,GUROBI,1,6,2,0
3,Farkas,16,-2401509.502332,-2401105.452770,-2401509.502332,-2353894.227211,-2353886.025492,-2353766.000000,0.721861,1.328704,11.396252,11.399017,2332,10077,3600.000000,16,2,0,GUROBI,1,8,4,0
4,Farkas,16,-2442574.131756,-2442558.756102,-2442574.131756,-2417060.351704,-2417037.201822,-2416840.000000,0.366280,1.379993,36.561477,36.567363,3778,20609,3600.000000,16,2,0,GUROBI,1,4,0,0
5,Farkas,16,-2389986.445537,-2389024.922944,-2389986.445537,-2323472.004582,-2323467.748414,-2323298.000000,0.544517,1.122281,78.752289,78.755592,9351,147436,3600.000000,16,2,0,GUROBI,1,7,4,1
6,Farkas,16,-2423314.860592,-2423297.195189,-2423314.860592,-2406624.028412,-2406542.805559,-2406374.000000,0.414948,1.530969,31.326460,31.331181,5102,30003,3600.000000,16,2,0,GUROBI,1,6,2,0
7,Farkas,16,-2417220.918232,-2417220.918232,-2417220.918232,-2376598.891686,-2376586.722535,-2376377.000000,0.433608,1.057330,16.563744,16.565732,3971,8688,3600.000000,16,2,0,GUROBI,1,4,0,0
8,Farkas,16,-2404892.087227,-2404892.087227,-2404892.087227,-2370215.938745,-2370211.057589,-2370030.000000,0.429226,1.372345,89.096485,89.109076,9467,202763,3600.000000,16,2,0,GUROBI,1,4,0,0
9,Farkas,16,-2401444.630087,-2401444.630087,-2401444.630087,-2325049.462995,-2325042.237242,-2324991.000000,0.729504,2.127916,74.044223,74.055279,7828,125780,3600.000000,16,2,0,GUROBI,1,8,4,0
10,Farkas,16,-2408106.640550,-2408102.896751,-2408106.640550,-2367694.283347,-2367686.684481,-2367511.000000,0.610752,1.518672,25.094612,25.101088,2537,4800,3600.000000,16,2,0,GUROBI,1,4,0,0
