instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,4,115155.000000,115155.000000,115155.000000,115155.000000,115155.000000,115155.000000,0.000002,0.000002,0.129148,0.139741,1,2938,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,4,105231.369617,105231.369617,105231.369617,115155.000000,115155.000000,115155.000000,0.000002,0.218338,0.222954,0.225761,1,2964,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,4,101597.818182,101597.818182,101597.818182,115185.000000,115185.000000,115185.000000,0.000003,0.220853,0.225641,0.228526,1,3038,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,4,111556.381579,111556.381579,111556.381579,115140.000000,115140.000000,115140.000000,0.000003,0.254066,0.258834,0.261525,1,3036,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,4,106525.000000,106525.000000,106525.000000,115110.000000,115110.000000,115110.000000,0.000003,0.276926,0.281986,0.284049,1,3075,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,4,106013.571429,106013.571429,106013.571429,115155.000000,115155.000000,115155.000000,0.000003,0.264048,0.278982,0.280456,1,2901,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,4,107509.000000,107509.000000,107509.000000,115125.000000,115140.000000,115140.000000,0.000003,0.369476,0.685150,0.703101,52,2981,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,4,108875.714286,108875.714286,108875.714286,115139.117647,115140.000000,115140.000000,0.000003,0.220210,0.225206,0.228182,1,2972,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,4,106428.636364,106428.636364,106428.636364,115155.000000,115170.000000,115170.000000,0.000004,0.366950,0.502028,0.505729,22,3088,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,4,106260.531513,106260.531513,106260.531513,115185.000000,115185.000000,115185.000000,0.000004,0.248321,0.254853,0.256471,1,2979,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,4,110347.500000,110347.500000,110347.500000,115140.000000,115140.000000,115140.000000,0.000003,0.192491,0.197850,0.200748,1,3080,3600.000000,0,0,0,GUROBI,1,0,0,0
