instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,64,7.043999,7.043999,7.043999,7.151794,7.598985,7.598985,0.000027,0.197712,1.110164,1.378231,1310,8641,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,64,7.043999,7.043999,7.043999,7.139619,7.598985,7.598985,0.000004,0.156757,1.673993,1.883912,2245,13546,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,64,6.157911,6.157911,6.157911,6.553353,7.180816,7.180816,0.000005,0.149694,4.137293,4.138211,5304,33138,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,64,7.043999,7.043999,7.043999,7.152304,7.598985,7.598985,0.000004,0.247080,2.664616,2.664710,3089,18774,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,64,7.043999,7.043999,7.043999,7.144394,7.598518,7.598985,0.000004,0.180673,2.566974,2.775299,3755,19820,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,64,7.055652,7.055652,7.055652,7.166867,7.705284,7.705284,0.000003,0.232128,2.577112,2.859240,3295,18176,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,64,7.043999,7.043999,7.043999,7.173386,7.598985,7.598985,0.000002,0.248127,1.044521,1.174450,1043,6923,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,64,7.043999,7.043999,7.043999,7.175075,7.598985,7.598985,0.000002,0.236990,2.393933,2.394445,2704,18189,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,64,7.740029,7.740029,7.740029,8.085387,8.941254,8.941254,0.000002,0.164509,9.767701,9.768164,10054,80071,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,64,7.043999,7.043999,7.043999,7.151794,7.598251,7.598985,0.000002,0.181561,1.261633,1.445896,1693,9953,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,64,7.043999,7.043999,7.043999,7.144093,7.598830,7.598985,0.000002,0.145850,0.878045,0.986304,1152,7687,3600.000000,0,0,0,GUROBI,1,0,0,0
