instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,947.957237,954.735632,954.735632,1055.003125,1120.000000,1120.000000,0.576323,0.730835,0.841286,0.873448,494,3260,3600.000000,4,8,8,GUROBI,1,0,0,0
1,Farkas,4,937.255464,943.889586,943.889586,1048.473684,1112.000000,1112.000000,0.004221,0.160697,0.246628,0.247625,378,1936,3600.000000,4,8,0,GUROBI,1,0,0,0
2,Farkas,4,949.428762,952.247845,952.247845,1064.540416,1116.000000,1116.000000,0.004479,0.089528,0.137475,0.186741,383,2348,3600.000000,4,8,0,GUROBI,1,0,0,0
3,Farkas,4,948.035792,954.899579,954.899579,1066.275862,1121.000000,1121.000000,0.011084,0.131622,0.213925,0.219723,338,2406,3600.000000,4,8,0,GUROBI,1,0,0,0
4,Farkas,4,945.590461,954.557435,954.557435,1067.400000,1121.000000,1121.000000,0.004673,0.158254,0.205385,0.273095,346,2067,3600.000000,4,8,0,GUROBI,1,0,0,0
5,Farkas,4,948.284233,957.469143,957.469143,1071.937500,1124.000000,1124.000000,0.004543,0.192810,0.245362,0.264323,240,1621,3600.000000,4,8,0,GUROBI,1,0,0,0
6,Farkas,4,951.663369,957.911906,957.911906,1070.678017,1124.000000,1124.000000,0.005618,0.221504,1.349259,1.354985,997,5860,3600.000000,4,8,0,GUROBI,1,0,0,0
7,Farkas,4,947.905343,955.169602,955.169602,1059.058511,1123.000000,1123.000000,0.004439,0.253513,0.480551,0.480638,306,1843,3600.000000,4,8,0,GUROBI,1,0,0,0
8,Farkas,4,950.494103,958.309596,958.309596,1068.717458,1123.000000,1123.000000,0.004534,0.183851,0.291610,0.374017,408,2227,3600.000000,4,8,0,GUROBI,1,0,0,0
9,Farkas,4,954.999841,961.616033,961.616033,1057.401633,1121.000000,1121.000000,0.004510,0.085558,0.329357,0.329434,819,4178,3600.000000,4,8,0,GUROBI,1,0,0,0
10,Farkas,4,943.507616,949.679902,949.679902,1062.500000,1110.000000,1110.000000,0.004532,0.191483,0.242662,0.243102,175,1255,3600.000000,4,8,0,GUROBI,1,0,0,0
