instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,64,38893.903641,39041.736508,39028.895865,39034.615583,40001.058759,40005.053810,5.193581,5.277947,219.319915,219.320047,317063,2136389,3600.000000,64,11,11,GUROBI,1,0,0,0
1,New,64,32667.960129,32823.811741,32821.321098,32820.519780,33681.788746,33685.142160,4.526076,4.622166,103.623698,103.623862,135814,951973,3600.000000,64,11,11,GUROBI,1,0,0,0
2,New,64,38892.902821,39040.635300,38986.083064,39023.642612,39999.151334,40003.142150,4.169701,4.310852,40.134032,68.552259,327163,1621363,3600.000000,64,11,11,GUROBI,1,0,0,0
3,New,64,45252.735130,45331.763265,45331.091533,45333.831980,46313.715989,46318.323140,4.604574,4.683586,73.184465,103.543893,460698,2470760,3600.000000,64,11,11,GUROBI,1,0,0,0
4,New,64,38892.878640,39040.629080,39037.726391,39038.175134,39999.093680,40003.053810,4.289532,4.368479,88.488583,180.459334,247841,1712440,3600.000000,64,11,11,GUROBI,1,0,0,0
6,New,64,45253.882689,45332.896057,45332.226929,45334.361228,46316.696752,46321.323140,4.571250,4.636909,240.381899,282.119059,390630,2915429,3600.000000,64,11,11,GUROBI,1,0,0,0
7,New,64,26510.654302,26661.240235,26657.463507,26659.160662,27635.387700,27638.142170,3.444596,3.519337,130.778873,130.779007,178960,1300194,3600.000000,64,11,11,GUROBI,1,0,0,0
8,New,64,38894.054999,39042.004585,39038.921225,39041.351002,40002.090672,40006.053810,4.191693,4.280131,131.418834,131.418969,169397,1256343,3600.000000,64,11,11,GUROBI,1,0,0,0
9,New,64,26511.412787,26662.070681,26656.108412,26655.752966,27636.327886,27639.053830,3.267864,3.321915,17.417413,82.679552,106820,838009,3600.000000,64,11,11,GUROBI,1,0,0,0
10,New,64,45252.126692,45331.121380,45330.964461,45343.456946,46314.699055,46319.323140,4.532385,4.639019,65.115448,76.751384,381893,1837110,3600.000000,64,11,11,GUROBI,1,0,0,0
