instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,20430947.618854,20440452.078832,20437789.089269,20731272.625885,20740044.565756,20740496.768779,0.561709,0.715210,0.738646,0.740050,34,762,3600.000000,4,13,30,GUROBI,1,0,0,0
1,Farkas,4,11039403.781210,11039403.781210,11039403.781210,11289154.295600,11300658.214276,11301705.731072,0.027576,0.182293,0.249358,0.250030,108,894,3600.000000,4,13,0,GUROBI,1,0,0,0
2,Farkas,4,10442744.545738,10442744.545738,10442744.545738,10662587.575775,10683567.823271,10684066.738734,0.025831,0.187651,0.278328,0.348447,205,2080,3600.000000,4,13,0,GUROBI,1,0,0,0
3,Farkas,4,11025446.724103,11025446.724103,11025446.724103,11307763.368137,11317628.393146,11318343.028523,0.025033,0.153832,0.247221,0.249128,125,913,3600.000000,4,13,0,GUROBI,1,0,0,0
4,Farkas,4,2930574.073880,2930574.073880,2930574.073880,3202197.950288,3224549.173179,3224852.904456,0.031684,0.232350,0.378515,0.802642,801,5507,3600.000000,4,13,0,GUROBI,1,0,0,0
5,Farkas,4,11747881.988914,11747881.988914,11747881.988914,12046727.023783,12062840.061428,12063870.703990,0.030258,0.242585,0.416294,0.501719,312,3010,3600.000000,4,13,0,GUROBI,1,0,0,0
6,Farkas,4,9698439.473884,9698439.473884,9698439.473884,9990180.303442,10004880.237305,10005830.039005,0.029077,0.168681,0.171212,0.188459,36,496,3600.000000,4,13,0,GUROBI,1,0,0,0
7,Farkas,4,9552831.497000,9552831.497000,9552831.497000,9826310.139459,9843575.273556,9843681.951113,0.028983,0.203638,0.242881,0.250636,81,791,3600.000000,4,13,0,GUROBI,1,0,0,0
8,Farkas,4,12970549.815998,12970549.815998,12970549.815998,13210634.012119,13232511.097992,13232562.534775,0.029439,0.174857,0.205189,0.206742,48,612,3600.000000,4,13,0,GUROBI,1,0,0,0
9,Farkas,4,8963098.712657,8963098.712657,8963098.712657,9243905.006140,9258730.842561,9259295.265918,0.035346,0.216589,0.455777,0.461156,356,2492,3600.000000,4,13,0,GUROBI,1,0,0,0
10,Farkas,4,62115.418330,62115.418330,62115.418330,297098.598055,305474.327558,305474.327558,0.042245,0.151002,0.180308,0.180765,37,601,3600.000000,4,13,0,GUROBI,1,0,0,0
