instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,16,8951799.928130,8951799.928130,8951799.928130,8955122.117868,8965515.100789,8966406.491520,0.000004,0.018432,0.099932,0.199724,1098,2916,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,16,8949824.163969,8949824.163969,8949824.163969,8956870.176610,8967090.584168,8967979.491920,0.000003,0.018321,0.174780,0.287411,1836,3855,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,16,8970661.443344,8970661.443344,8970661.443344,8974412.604591,8985982.466865,8986345.705780,0.000002,0.018749,0.447551,0.447878,3232,8439,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,16,8953005.029667,8953005.029667,8953005.029667,8959230.422710,8961659.767326,8962518.491920,0.000001,0.017329,0.115937,0.167607,1135,2288,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,16,8951799.898368,8951799.898368,8951799.898368,8956667.455631,8963808.984889,8964677.491920,0.000003,0.021965,0.053426,0.108784,662,1076,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,16,8960052.272676,8960052.272676,8960052.272676,8965817.988840,8976250.680206,8977136.491920,0.000003,0.021318,0.141250,0.265603,1619,3132,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,16,8964972.941748,8964972.941748,8964972.941748,8968024.646420,8977869.426739,8978765.826720,0.000003,0.014046,0.107405,0.169078,1157,2803,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,16,8952366.025518,8952366.025518,8952366.025518,8955298.328836,8963882.803713,8964761.491920,0.000004,0.020754,0.062412,0.189931,1407,2878,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,16,8949848.392678,8949848.392678,8949848.392678,8953773.836962,8963547.440326,8964394.491920,0.000003,0.018045,0.140831,0.174481,1034,1844,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,16,8925178.526708,8925178.526708,8925178.526708,8927646.925558,8935455.466489,8936345.491920,0.000002,0.013643,0.115765,0.176985,1286,2533,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,16,8950392.757363,8950392.757363,8950392.757363,8952948.554826,8962324.583117,8963219.826720,0.000002,0.018589,0.120873,0.224228,1537,3584,3600.000000,0,0,0,GUROBI,1,0,0,0
