instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,64,12907.779167,14174.326667,13170.662500,15491.774184,16029.692681,16029.692681,8.403626,8.815271,8.964047,8.986877,46,3208,3600.000000,65,10,10,GUROBI,1,50,0,0
1,New,64,13228.407500,14683.755833,13491.290833,16285.954044,16786.521773,16786.521773,8.158515,8.678524,8.957723,8.983212,107,4859,3600.000000,64,11,11,GUROBI,1,47,0,0
2,New,64,13008.548333,14390.982500,14111.217335,15823.560027,16288.805181,16288.805181,13.534728,14.045993,14.154776,14.154952,38,2871,3600.000000,66,11,11,GUROBI,1,49,0,0
3,New,64,12907.779167,14174.326667,13677.484985,15334.594653,16029.692681,16029.692681,10.711047,11.090339,11.248433,11.276873,50,3587,3600.000000,65,10,10,GUROBI,1,50,0,0
4,New,64,12907.779167,14174.326667,13170.662500,15665.154657,16029.692507,16029.692507,7.876454,8.348055,8.562917,8.563141,74,3887,3600.000000,65,10,10,GUROBI,1,50,0,0
5,New,64,15941.525833,18223.108333,17301.017607,19182.414648,19633.691457,19633.691457,9.372863,9.672286,9.732774,9.813641,48,2405,3600.000000,67,5,10,GUROBI,1,50,0,0
6,New,64,12972.362500,14238.910000,13226.174167,15592.409587,16029.692681,16029.692681,9.792426,10.239842,10.316723,10.316898,26,2471,3600.000000,66,10,10,GUROBI,1,50,0,0
7,New,64,21416.734167,23260.051667,23056.534358,24579.040879,25227.610865,25227.610865,36.757853,37.290577,37.560624,37.598994,61,3081,3600.000000,73,11,11,GUROBI,1,44,0,0
8,New,64,12907.779167,14174.326667,13170.662500,15626.790396,16029.692681,16029.692681,8.047431,8.456450,8.538048,8.557722,36,2436,3600.000000,65,10,10,GUROBI,1,50,0,0
9,New,64,13120.123333,14386.670833,14011.340562,15965.620130,16370.542681,16370.542681,7.559713,8.250911,8.347176,8.398585,40,3972,3600.000000,65,11,11,GUROBI,1,52,0,0
10,New,64,13072.686667,14430.255000,13335.570000,15767.306653,16097.811181,16097.811181,6.251012,6.680362,6.965932,7.006503,60,2829,3600.000000,67,11,11,GUROBI,1,54,0,0
