instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,176867.503349,176870.378349,176870.378349,256667.730710,258411.000000,258411.000000,41.060595,41.732595,60.648595,60.656595,2802,19531,300.000000,84,18,CBC,1
1,Old,4,176871.909249,176873.909249,176873.909249,257058.177370,258000.042297,258711.000000,2.419677,5.395677,302.531677,302.563677,35414,298121,300.000000,84,18,CBC,1
2,Old,4,176837.019156,176840.769156,176840.769156,257280.836663,258325.612068,258395.000000,2.442849,3.714849,302.494849,302.502849,34589,282049,300.000000,84,18,CBC,1
3,Old,4,176870.757613,176873.570113,176873.570113,257171.910710,257533.867634,259229.000000,2.448162,5.656162,302.556162,302.584162,30445,266569,300.000000,84,17,CBC,1
4,Old,4,176859.227526,176862.102526,176862.102526,257228.150720,257990.781841,258405.000000,2.452400,4.700400,302.556400,302.572400,31762,337517,300.000000,84,17,CBC,1
5,Old,4,176869.479330,176872.354330,176872.354330,256634.077165,258414.000000,258414.000000,2.446679,3.214679,121.766679,121.770679,15270,118575,300.000000,84,17,CBC,1
6,Old,4,176870.604129,176873.757975,176873.757975,257105.504168,258323.845262,258415.000000,2.453274,5.285274,302.505274,302.533274,34797,329582,300.000000,84,19,CBC,1
7,Old,4,176867.175340,176869.050340,176869.050340,256563.424965,258415.000000,258415.000000,2.436281,3.100281,103.992281,103.996281,13013,116361,300.000000,84,17,CBC,1
8,Old,4,176873.924026,176875.799026,176875.799026,256650.828259,258419.000000,258419.000000,2.449173,3.161173,156.041173,156.045173,19491,152015,300.000000,84,18,CBC,1
9,Old,4,176877.071952,176880.264260,176880.264260,257056.239942,258416.000000,258416.000000,2.450755,5.338755,269.962755,269.990755,34729,251312,300.000000,84,17,CBC,1
10,Old,4,176871.816548,176873.931933,176873.931933,256872.110092,258414.000000,258414.000000,2.416910,3.620910,192.356910,192.368910,23205,204731,300.000000,84,18,CBC,1
