instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,64,-931.638851,-931.638851,-931.638851,-781.190402,-132.873137,-132.873137,0.000003,1.162569,22.149696,23.679754,1349,91664,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,64,-880.141763,-880.141763,-880.141763,-796.364864,-132.873137,-132.873137,0.000003,1.146548,43.278543,48.560225,3414,179101,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,64,-923.179388,-923.179388,-923.179388,-879.425566,-132.873137,-132.873137,0.000004,1.005992,44.689351,57.943333,6682,269562,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,64,-889.843529,-889.843529,-889.843529,-797.012041,-132.873137,-132.873137,0.000003,0.455039,12.968944,12.969096,1938,92827,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,64,-902.131029,-902.131029,-902.131029,-834.072042,-132.873137,-132.873137,0.000004,0.670754,4.184081,35.985034,4825,215753,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,64,-930.994086,-930.994086,-930.994086,-889.114211,-132.873137,-132.873137,0.000002,0.990319,11.273455,47.304907,5323,270153,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,64,-902.701140,-902.701140,-902.701140,-833.931350,-132.873137,-132.873137,0.000002,0.719382,46.909633,53.228589,6329,291490,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,64,-913.662650,-913.662650,-913.662650,-851.633598,-132.873137,-132.873137,0.000002,1.078112,9.379554,35.722919,4856,209353,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,64,-898.557115,-898.557115,-898.557115,-837.132805,-132.873137,-132.873137,0.000003,0.488783,18.024389,41.327068,5531,276415,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,64,-919.486285,-919.486285,-919.486285,-885.742910,-139.482467,-139.482467,0.000002,0.713985,54.554271,55.373708,6503,308343,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,64,-914.494315,-914.494315,-914.494315,-859.547294,-132.873137,-132.873137,0.000003,0.617390,2.010120,32.025251,5385,207618,3600.000000,0,0,0,GUROBI,1,0,0,0
