instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,4,New,16,0.000681,0.001713,0.001139,0.140580,0.149991,0.150003,5.674976,6.369223,7.424236,7.998465,1661,18567,3600.000000,16,42,171,GUROBI,1,2,0,0
1,4,New,16,-0.000816,0.000190,-0.000330,0.128327,0.149997,0.150003,10.173805,11.102480,16.251740,16.251872,1841,28337,3600.000000,16,97,200,GUROBI,1,2,0,0
2,4,New,16,0.000689,0.001722,0.001144,0.140243,0.150023,0.150038,7.189386,7.821045,8.898790,9.464121,1435,20049,3600.000000,16,43,171,GUROBI,1,2,0,0
3,4,New,16,-0.000823,0.000237,-0.000362,0.137165,0.148464,0.148479,7.437969,8.081088,9.593611,10.557523,2133,26087,3600.000000,16,53,171,GUROBI,1,1,0,0
4,4,New,16,-0.000823,0.000073,-0.000371,0.136557,0.148492,0.148499,5.685327,6.232288,10.673390,10.673521,1919,27026,3600.000000,16,43,171,GUROBI,1,2,0,0
5,4,New,16,0.000697,0.001466,0.000989,0.126097,0.152190,0.152195,4.936685,5.915909,11.081427,11.081564,2050,34811,3600.000000,17,24,201,GUROBI,1,8,0,0
6,4,New,16,0.000689,0.001580,0.001077,0.140385,0.150085,0.150100,5.169690,5.986155,6.778051,7.487557,1376,16739,3600.000000,16,39,171,GUROBI,1,4,0,0
7,4,New,16,0.000685,0.001718,0.001136,0.142824,0.151945,0.151956,5.582693,6.389919,8.662759,8.692212,2408,26855,3600.000000,16,37,171,GUROBI,1,2,0,0
8,4,New,16,-0.002327,-0.001430,-0.001874,0.136126,0.146977,0.146983,4.570273,5.520110,7.584769,8.016098,1819,24458,3600.000000,16,26,171,GUROBI,1,5,0,0
9,4,New,16,0.000683,0.001693,0.001217,0.116721,0.151942,0.151956,9.740338,10.685595,27.761508,27.761644,3539,54408,3600.000000,16,89,250,GUROBI,1,2,0,0
10,4,New,16,0.000685,0.001580,0.001142,0.139495,0.150012,0.150018,6.902188,7.647386,11.808227,11.808368,1287,17695,3600.000000,16,46,171,GUROBI,1,2,0,0
11,4,New,16,-0.002327,-0.001350,-0.001874,0.136937,0.146967,0.146974,6.168944,7.029944,11.525143,11.549446,2258,28023,3600.000000,16,54,171,GUROBI,1,2,0,0
12,4,New,16,0.000685,0.001584,0.001142,0.116886,0.151943,0.151956,6.240095,6.939526,18.167332,20.925014,3321,57328,3600.000000,17,54,250,GUROBI,1,2,0,0
13,4,New,16,-0.000381,0.000515,0.000069,0.111419,0.148943,0.148955,5.324145,5.919081,18.198745,18.198882,2881,46244,3600.000000,16,37,249,GUROBI,1,5,0,0
14,4,New,16,-0.000826,0.000072,-0.000371,0.128923,0.146513,0.146526,6.509214,6.914806,11.052396,11.052536,1647,20904,3600.000000,16,43,171,GUROBI,1,2,0,0
15,4,New,16,0.000685,0.001718,0.001147,0.140171,0.151950,0.151956,9.437584,10.155715,15.291590,15.291724,1275,21695,3600.000000,16,53,171,GUROBI,1,2,0,0
16,4,New,16,0.000678,0.001656,0.001127,0.136563,0.148037,0.148049,6.471244,7.113598,10.435365,10.702151,1594,22698,3600.000000,16,42,171,GUROBI,1,2,0,0
17,4,New,16,0.000689,0.001700,0.001144,0.142016,0.150017,0.150028,7.291645,8.008962,9.754618,9.923752,1783,23264,3600.000000,16,58,171,GUROBI,1,2,0,0
