instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,0.000681,0.001148,0.000738,0.144169,0.149990,0.150003,0.577243,1.578502,2.356094,3.034481,1363,18263,3600.000000,4,13,171,GUROBI,1,0,0,0
1,New,4,-0.006682,-0.006214,-0.006629,0.132092,0.142178,0.142190,0.587314,1.319723,3.229414,3.840504,2664,32786,3600.000000,4,15,170,GUROBI,1,0,0,0
2,New,4,-0.012715,-0.012248,-0.012661,0.100681,0.136583,0.136587,0.716229,1.760216,7.967061,7.967215,2823,45633,3600.000000,4,14,245,GUROBI,1,0,0,0
3,New,4,0.000693,0.001148,0.000748,0.127724,0.150390,0.150397,0.504690,1.279457,5.190772,5.924227,2174,36798,3600.000000,4,10,201,GUROBI,1,0,0,0
4,New,4,-0.014046,-0.013577,-0.013992,0.125876,0.135248,0.135259,0.570148,1.386581,5.401810,6.181740,1640,27074,3600.000000,4,12,171,GUROBI,1,0,0,0
5,New,4,-0.013606,-0.013137,-0.013458,0.126776,0.134805,0.134810,0.619116,1.482353,1.578333,2.975133,1608,20621,3600.000000,4,16,170,GUROBI,1,0,0,0
6,New,4,-0.006671,-0.006215,-0.006543,0.121595,0.142255,0.142268,0.556523,1.389981,6.088966,6.089104,2125,31266,3600.000000,4,12,200,GUROBI,1,0,0,0
7,New,4,-0.006682,-0.006200,-0.006623,0.131247,0.142616,0.142616,0.542430,1.063329,4.330122,4.608724,1568,18040,3600.000000,4,10,171,GUROBI,1,0,0,0
8,New,4,0.000689,0.001164,0.000740,0.125687,0.149999,0.150003,0.531246,1.179688,10.321108,10.630988,1224,21957,3600.000000,4,12,201,GUROBI,1,0,0,0
9,New,4,0.000713,0.001179,0.000769,0.142942,0.157815,0.157815,0.549009,0.938750,1.144080,2.469321,1521,16989,3600.000000,4,10,171,GUROBI,1,0,0,0
10,New,4,0.000721,0.001155,0.000735,0.142972,0.157810,0.157815,0.662289,1.692575,6.340298,6.340433,999,18504,3600.000000,4,16,205,GUROBI,1,0,0,0
11,New,4,-0.010936,-0.010474,-0.010917,0.130261,0.138359,0.138359,0.619084,1.449923,2.064659,2.907929,1516,16716,3600.000000,4,12,171,GUROBI,1,0,0,0
12,New,4,-0.004462,-0.003994,-0.004298,0.116408,0.144853,0.144860,0.613991,1.385011,11.299457,11.299601,2958,39278,3600.000000,4,16,249,GUROBI,1,0,0,0
13,New,4,-0.006673,-0.006199,-0.006574,0.111215,0.142622,0.142630,0.666716,1.750320,7.117584,7.117748,2186,38424,3600.000000,4,15,246,GUROBI,1,0,0,0
14,New,4,0.000697,0.001164,0.000841,0.148205,0.157800,0.157815,0.591951,1.469157,2.724417,3.512040,1650,23896,3600.000000,4,15,171,GUROBI,1,0,0,0
15,New,4,0.000680,0.001155,0.000733,0.130464,0.149706,0.149706,0.525433,1.420937,3.421828,3.872514,2227,28665,3600.000000,4,13,237,GUROBI,1,0,0,0
16,New,4,0.000697,0.001164,0.000750,0.138931,0.157801,0.157815,0.537931,1.021381,5.805248,5.805374,1816,24636,3600.000000,4,11,171,GUROBI,1,0,0,0
17,New,4,-0.012264,-0.011798,-0.012203,0.128776,0.136608,0.136608,0.566334,1.329637,2.136159,2.609161,1104,14607,3600.000000,4,12,170,GUROBI,1,0,0,0
18,New,4,-0.012715,-0.012247,-0.012659,0.103072,0.136592,0.136605,0.614490,1.467596,8.398590,8.398721,2717,40282,3600.000000,4,13,249,GUROBI,1,0,0,0
19,New,4,0.000697,0.001164,0.000717,0.138744,0.150143,0.150143,0.550757,1.225649,7.568555,7.568683,1416,22850,3600.000000,4,10,171,GUROBI,1,0,0,0
20,New,4,-0.007815,-0.007347,-0.007761,0.117776,0.141495,0.141508,0.637338,1.728251,6.509331,7.475966,2288,35985,3600.000000,4,18,248,GUROBI,1,0,0,0
