lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
-22352.821748,-22352.821748,-22352.821748,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,204.036487,208.032855,502.328990,500.000000,534.000000,500.000000,1
-45125.245877,-45125.245877,-45124.150730,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,196.769930,200.973381,501.540539,500.000000,531.000000,500.000000,1
-45125.245877,-45125.245877,-121846.783909,-120403.065510,-120403.065510,606.502899,200.973381,606.863253,500.000000,764.000000,500.000000,1
-45125.245877,-45125.245877,-135370.880188,-134676.020554,-134676.020554,509.535188,200.973381,509.874924,500.000000,608.000000,500.000000,1
-135524.527161,-135384.474387,-135384.474387,-131933.523933,-131933.523933,303.223159,317.969717,514.241283,500.000000,585.000000,500.000000,1
-139070.436491,-138973.810304,-138973.810304,-138533.855233,-138533.855233,490.464149,500.724736,501.076781,500.000000,555.000000,500.000000,1
-149581.425252,-149425.072575,-149425.072575,-149026.331748,-149026.331748,464.918492,482.525889,500.464175,500.000000,566.000000,500.000000,1
0.000000,0.000000,-165934.016592,-165072.825177,-165072.825177,538.681583,-nan,539.021220,500.000000,609.000000,500.000000,1
-174274.435441,-174160.340145,-174160.340145,-173462.530765,-173462.530765,479.763033,498.484345,500.150872,500.000000,629.000000,500.000000,1
-174274.435441,-174160.340145,-193281.950288,-192533.459185,-192533.459185,580.721211,498.484345,581.072345,500.000000,678.000000,500.000000,1
-74378.218746,-74378.218746,-74378.218746,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,216.407681,220.148739,500.186486,500.000000,583.000000,500.000000,1
0.000000,-174160.250000,-208860.868923,-208091.986906,-208091.986906,539.005047,0.000000,539.356228,500.000000,626.000000,500.000000,1
0.000000,0.000000,-233454.892017,-232168.313601,-232168.313601,524.424246,0.000000,524.781833,500.000000,580.000000,500.000000,1
0.000000,0.000000,-233465.224578,-231738.444002,-231738.444002,534.348565,0.000000,534.703442,500.000000,590.000000,500.000000,1
0.000000,0.000000,-233468.286078,-232621.459871,-232621.459871,524.738887,0.000000,525.093108,500.000000,574.000000,500.000000,1
0.000000,0.000000,-233469.051453,-230586.412997,-230586.412997,525.033567,0.000000,525.388709,500.000000,579.000000,500.000000,1
-236493.302832,-236476.621311,-236476.621311,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,395.734158,407.088159,500.173538,500.000000,532.000000,500.000000,1
-80136.587884,-80136.587884,-80136.587884,-38162.681493,-38162.681493,166.973351,183.437580,500.059990,500.000000,574.000000,500.000000,1
-209401.076265,-209259.742782,-209259.742782,-202262.743155,-202262.743155,373.963834,392.683602,500.401382,500.000000,571.000000,500.000000,1
-201361.005331,-201269.798648,-201269.798648,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,315.226964,334.669424,503.611694,500.000000,525.000000,500.000000,1
0.000000,0.000000,-171776.697671,-159683.085875,-159683.085875,527.626208,0.000000,528.160510,500.000000,602.000000,500.000000,1
0.000000,0.000000,-195920.762052,-194647.279230,-194647.279230,540.553749,0.000000,540.911350,500.000000,607.000000,500.000000,1
0.000000,0.000000,-200429.904330,-196929.575377,-196929.575377,583.829957,0.000000,584.180011,500.000000,698.000000,500.000000,1
0.000000,0.000000,-197405.075837,-194143.871379,-194143.871379,532.964281,0.000000,533.316517,500.000000,588.000000,500.000000,1
0.000000,0.000000,-219893.479501,-219121.876837,-219121.876837,502.835910,0.000000,503.369956,500.000000,582.000000,500.000000,1
0.000000,0.000000,-236360.667006,-234253.004920,-234253.004920,538.174362,0.000000,538.521059,500.000000,597.000000,500.000000,1
-243345.772887,-243236.100659,-243236.100659,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,379.832524,438.066015,517.220002,500.000000,543.000000,500.000000,1
-62237.853345,-62237.853345,-62237.853345,-61261.632930,-61261.632930,348.945603,353.684272,500.108425,500.000000,578.000000,500.000000,1
0.000000,0.000000,-113133.784587,-112220.870545,-112220.870545,525.570210,0.000000,525.924803,500.000000,579.000000,500.000000,1
0.000000,0.000000,-106709.957586,-105852.779460,-105852.779460,537.082060,0.000000,537.424363,500.000000,601.000000,500.000000,1
0.000000,0.000000,-106101.880881,-104952.436181,-104952.436181,539.227258,0.000000,539.569401,500.000000,604.000000,500.000000,1
0.000000,0.000000,-161997.057137,-160510.688899,-160510.688899,592.789651,0.000000,593.132588,500.000000,660.000000,500.000000,1
0.000000,0.000000,-149830.807261,-149125.799791,-149125.799791,530.917392,0.000000,531.271416,500.000000,590.000000,500.000000,1
-155230.106950,-155179.819420,-155179.819420,-149867.233614,-149867.233614,488.205183,500.522269,500.857130,500.000000,567.000000,500.000000,1
-153100.946593,-153060.891593,-153060.891593,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,395.355042,428.612499,501.449933,500.000000,532.000000,500.000000,1
0.000000,0.000000,-115628.584213,-113912.640873,-113912.640873,579.533404,0.000000,579.871309,500.000000,705.000000,500.000000,1
