lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
10.015302,15.085143,15.085143,71.152945,71.152945,22.299690,300.128786,300.429077,300.000000,304.000000,300.000000,1
9.994990,14.712805,14.712805,69.912060,69.912060,27.856053,301.556880,301.858702,300.000000,305.000000,300.000000,1
10.223016,15.900407,15.900407,74.394627,74.394627,22.816263,300.013733,300.255333,300.000000,304.000000,300.000000,1
10.261240,15.044541,15.044541,72.400272,72.400272,28.991579,305.269432,305.598670,300.000000,310.000000,300.000000,1
9.783402,14.637726,14.637726,70.196877,70.196877,22.255241,304.756312,305.085128,300.000000,308.000000,300.000000,1
9.939695,14.745701,14.745701,68.190188,68.190188,32.321265,304.283326,304.604650,300.000000,309.000000,300.000000,1
10.044787,14.413409,14.413409,61.734708,61.734708,34.142531,302.583384,302.930615,300.000000,306.000000,300.000000,1
9.513425,14.811997,14.811997,70.035968,70.035968,28.281467,302.526758,302.851310,300.000000,307.000000,300.000000,1
9.891346,14.927617,14.927617,69.714493,69.714493,22.998012,301.752841,302.087022,300.000000,305.000000,300.000000,1
10.055960,14.988657,14.988657,69.052100,69.052100,31.340568,305.186777,305.512911,300.000000,310.000000,300.000000,1
9.321947,14.172816,14.172816,68.742376,68.742376,21.152207,305.750557,306.083061,300.000000,309.000000,300.000000,1
10.422047,15.044356,15.044356,73.447848,73.447848,24.964928,305.621239,305.888634,300.000000,310.000000,300.000000,1
10.002459,14.857031,14.857031,67.278189,67.278189,31.747380,300.410061,300.738200,300.000000,304.000000,300.000000,1
10.197635,15.270828,15.270828,70.334450,70.334450,29.384012,301.569429,301.908018,300.000000,305.000000,300.000000,1
9.265896,14.275067,14.275067,71.426136,71.426136,23.289167,302.236319,302.558415,300.000000,307.000000,300.000000,1
10.161477,14.530937,14.530937,66.187223,66.187223,31.445237,301.056698,301.387857,300.000000,304.000000,300.000000,1
9.157213,13.888758,13.888758,67.195406,67.195406,31.864659,302.096720,302.396615,300.000000,307.000000,300.000000,1
10.486127,15.188358,15.188358,71.411370,71.411370,22.368327,303.519650,303.844756,300.000000,307.000000,300.000000,1
10.173972,15.392840,15.392840,71.143625,71.143625,29.268708,306.326651,306.618588,300.000000,310.000000,300.000000,1
9.997934,15.236166,15.236166,69.603546,69.603546,28.679372,300.312361,300.629674,300.000000,304.000000,300.000000,1
10.463330,15.325835,15.325835,68.460911,68.460911,30.763351,300.735113,300.994529,300.000000,305.000000,300.000000,1
9.890522,14.686403,14.686403,71.845270,71.845270,24.957760,301.579529,301.917381,300.000000,306.000000,300.000000,1
9.816121,15.800625,15.800625,69.318357,69.318357,30.590117,303.068574,303.382403,300.000000,307.000000,300.000000,1
9.787021,14.509689,14.509689,69.884649,69.884649,24.698966,301.035151,301.345228,300.000000,305.000000,300.000000,1
9.659039,14.690302,14.690302,68.427796,68.427796,32.240308,300.170762,300.463303,300.000000,304.000000,300.000000,1
9.834763,14.409821,14.409821,70.196877,70.196877,29.266944,301.985012,302.286010,300.000000,306.000000,300.000000,1
10.002954,15.009315,15.009315,69.731201,69.731201,34.439248,305.793636,306.106959,300.000000,310.000000,300.000000,1
10.293448,15.168294,15.168294,74.375986,74.375986,25.886665,304.528620,304.828270,300.000000,308.000000,300.000000,1
10.268592,15.355616,15.355616,68.027935,68.027935,28.992043,300.673001,301.003631,300.000000,305.000000,300.000000,1
9.591058,14.736594,14.736594,70.424437,70.424437,25.588960,302.465763,302.759888,300.000000,306.000000,300.000000,1
10.357293,14.895994,14.895994,62.359170,62.359170,26.230795,304.093592,304.420082,300.000000,308.000000,300.000000,1
9.696918,15.536339,15.536339,71.522123,71.522123,25.088555,300.380176,300.737093,300.000000,305.000000,300.000000,1
9.739545,14.392192,14.392192,69.817813,69.817813,23.913243,302.632652,302.942552,300.000000,306.000000,300.000000,1
9.509551,14.334547,14.334547,69.509089,69.509089,32.257603,301.960441,302.279777,300.000000,306.000000,300.000000,1
9.605738,14.592093,14.592093,69.566918,69.566918,28.517125,304.143829,304.479320,300.000000,308.000000,300.000000,1
9.466425,14.095527,14.095527,69.839356,69.839356,25.967461,303.708261,304.028383,300.000000,308.000000,300.000000,1
9.871061,15.238276,15.238276,66.962344,66.962344,33.118449,303.359247,303.635904,300.000000,307.000000,300.000000,1
9.676377,14.364737,14.364737,73.402114,73.402114,25.804643,301.362893,301.676214,300.000000,305.000000,300.000000,1
10.107404,14.549639,14.549639,69.278622,69.278622,29.118355,304.123007,304.420061,300.000000,308.000000,300.000000,1
9.899528,15.199530,15.199530,68.835020,68.835020,28.660862,303.452712,303.772719,300.000000,307.000000,300.000000,1
10.024272,14.625617,14.625617,67.978298,67.978298,28.086174,305.338223,305.652829,300.000000,310.000000,300.000000,1
9.708181,15.534781,15.534781,69.829209,69.829209,31.230004,301.925503,302.244732,300.000000,305.000000,300.000000,1
9.928062,15.061755,15.061755,67.805901,67.805901,30.642382,304.511789,304.808503,300.000000,309.000000,300.000000,1
9.770379,14.455568,14.455568,65.844332,65.844332,36.330678,303.685883,304.001195,300.000000,307.000000,300.000000,1
9.482354,14.379363,14.379363,67.638554,67.638554,28.130547,303.816414,304.183193,300.000000,308.000000,300.000000,1
9.767659,14.741487,14.741487,68.907112,68.907112,30.235526,304.000472,304.321877,300.000000,308.000000,300.000000,1
10.040445,15.023206,15.023206,72.524620,72.524620,25.797225,305.252835,305.538657,300.000000,309.000000,300.000000,1
10.636184,15.271122,15.271122,69.158143,69.158143,32.230593,303.650224,303.969654,300.000000,308.000000,300.000000,1
9.791730,14.674805,14.674805,71.407230,71.407230,28.198016,301.373940,301.684577,300.000000,305.000000,300.000000,1
10.020041,14.719689,14.719689,73.263593,73.263593,25.271089,303.607480,303.910231,300.000000,307.000000,300.000000,1
