lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
-391.873376,-354.960695,-354.960695,-99.440000,-331.520000,7.098951,62.104770,400.072254,400.000000,402.000000,400.000000,1
-388.600744,-348.437685,-348.437685,-94.240000,-327.560000,7.317342,75.708490,400.099391,400.000000,402.000000,400.000000,1
-392.376235,-354.498774,-354.498774,-96.640000,-311.400000,6.823011,64.479870,400.111183,400.000000,402.000000,400.000000,1
-386.067984,-346.597378,-346.597378,-88.920000,-327.920000,7.109575,66.596695,400.149008,400.000000,402.000000,400.000000,1
-407.161007,-367.468677,-367.468677,-114.960000,-359.640000,7.754576,71.132479,400.130445,400.000000,403.000000,400.000000,1
-372.244901,-334.661634,-334.661634,-71.080000,-327.920000,7.068606,64.331759,400.050313,400.000000,401.000000,400.000000,1
-394.239759,-352.407076,-352.407076,-93.480000,-344.120000,7.021373,76.681894,400.056855,400.000000,402.000000,400.000000,1
-386.547781,-348.651644,-348.651644,-88.320000,-320.280000,6.842091,69.521491,400.051319,400.000000,402.000000,400.000000,1
-400.349023,-359.956759,-359.956759,-104.400000,-354.080000,7.784938,71.000472,400.085400,400.000000,402.000000,400.000000,1
-392.624612,-353.641854,-353.641854,-96.840000,-347.520000,6.823004,65.512992,400.201808,400.000000,402.000000,400.000000,1
-392.705824,-355.258849,-355.258849,-98.560000,-325.120000,7.507400,71.745216,400.033433,400.000000,402.000000,400.000000,1
-390.030377,-351.795512,-351.795512,-95.480000,-307.560000,7.296441,56.571309,400.132356,400.000000,402.000000,400.000000,1
-405.452105,-363.945687,-363.945687,-113.560000,-350.200000,8.027326,78.512739,400.124655,400.000000,403.000000,400.000000,1
-379.325475,-338.372980,-338.372980,-80.880000,-332.840000,7.432015,73.688048,400.054850,400.000000,401.000000,400.000000,1
-402.766209,-365.024349,-365.024349,-112.280000,-330.560000,7.535257,72.759921,400.017499,400.000000,402.000000,400.000000,1
-393.584988,-355.577468,-355.577468,-102.240000,-345.120000,7.098805,66.066178,400.039720,400.000000,402.000000,400.000000,1
-386.618524,-347.020587,-347.020587,-92.840000,-317.640000,7.597053,65.062012,400.128900,400.000000,402.000000,400.000000,1
-390.166588,-352.114045,-352.114045,-93.800000,-343.320000,7.191704,70.448748,400.072645,400.000000,402.000000,400.000000,1
-384.534685,-346.255107,-346.255107,-91.600000,-341.400000,6.985125,51.820678,400.161447,400.000000,402.000000,400.000000,1
-392.279853,-351.868744,-351.868744,-95.440000,-329.480000,7.408523,67.962058,400.217278,400.000000,402.000000,400.000000,1
-400.746334,-362.214828,-362.214828,-106.000000,-343.280000,7.836990,72.551142,400.036436,400.000000,402.000000,400.000000,1
-373.539541,-336.001938,-336.001938,-75.280000,-332.880000,7.080599,73.696869,400.036613,400.000000,402.000000,400.000000,1
-391.214299,-353.498631,-353.498631,-98.800000,-343.760000,7.360310,73.690793,400.206170,400.000000,402.000000,400.000000,1
-397.290452,-359.886002,-359.886002,-105.080000,-352.800000,7.725673,65.895105,400.021536,400.000000,402.000000,400.000000,1
-382.655914,-345.193957,-345.193957,-88.680000,-330.680000,7.463848,67.893739,400.216356,400.000000,402.000000,400.000000,1
-392.069444,-353.837484,-353.837484,-101.440000,-337.920000,7.288915,67.655414,400.052306,400.000000,402.000000,400.000000,1
-381.704850,-343.848713,-343.848713,-89.160000,-305.080000,7.909265,71.462523,400.068632,400.000000,402.000000,400.000000,1
-422.315364,-381.630636,-381.630636,-132.000000,-353.560000,7.819674,74.017246,400.113944,400.000000,402.000000,400.000000,1
-403.311175,-360.467643,-360.467643,-105.200000,-330.760000,7.531728,66.830294,400.052792,400.000000,402.000000,400.000000,1
-405.617232,-366.927878,-366.927878,-112.760000,-361.400000,7.354270,63.981656,400.043597,400.000000,403.000000,400.000000,1
-385.126435,-346.033043,-346.033043,-86.080000,-338.720000,6.987504,71.794338,400.021099,400.000000,401.000000,400.000000,1
-398.939836,-360.303128,-360.303128,-103.280000,-346.480000,7.195516,68.974193,400.103816,400.000000,402.000000,400.000000,1
-399.816186,-362.453214,-362.453214,-107.280000,-329.640000,7.566070,71.637202,400.049139,400.000000,403.000000,400.000000,1
-386.614327,-347.493366,-347.493366,-88.240000,-298.960000,6.888533,64.952000,400.055462,400.000000,402.000000,400.000000,1
-398.186020,-356.854824,-356.854824,-101.400000,-324.440000,7.472203,72.492051,400.057941,400.000000,401.000000,400.000000,1
-404.472128,-364.821922,-364.821922,-111.080000,-343.480000,7.608700,57.419305,400.347243,400.000000,403.000000,400.000000,1
-402.285506,-363.416713,-363.416713,-107.680000,-356.320000,7.073175,74.809126,400.074800,400.000000,402.000000,400.000000,1
-398.225003,-359.878232,-359.878232,-109.240000,-341.920000,7.674871,67.830523,400.033437,400.000000,402.000000,400.000000,1
-398.506564,-359.575571,-359.575571,-106.200000,-335.120000,7.725832,64.106718,400.111390,400.000000,402.000000,400.000000,1
-400.410328,-360.378390,-360.378390,-108.000000,-311.400000,7.941807,68.458540,400.039835,400.000000,402.000000,400.000000,1
-387.789091,-349.956455,-349.956455,-95.960000,-324.320000,7.130726,70.056615,400.008709,400.000000,402.000000,400.000000,1
-395.992316,-356.401413,-356.401413,-99.400000,-328.120000,7.210528,67.646227,400.050906,400.000000,401.000000,400.000000,1
-382.094781,-342.558409,-342.558409,-84.040000,-334.680000,6.953336,65.256867,400.044489,400.000000,402.000000,400.000000,1
-380.420199,-339.455364,-339.455364,-80.880000,-328.840000,6.902467,74.797827,400.120753,400.000000,402.000000,400.000000,1
-400.218221,-362.024098,-362.024098,-111.160000,-353.440000,7.579194,64.510102,400.091574,400.000000,402.000000,400.000000,1
-395.111929,-356.563707,-356.563707,-99.960000,-343.080000,7.852478,75.278445,400.042670,400.000000,402.000000,400.000000,1
-399.044893,-357.233436,-357.233436,-103.960000,-349.600000,7.925037,72.915941,400.061504,400.000000,402.000000,400.000000,1
-390.526803,-353.192199,-353.192199,-96.600000,-347.160000,6.739453,72.399521,400.046272,400.000000,402.000000,400.000000,1
