lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
-78015.590783,-77716.458697,-77713.129916,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.716870,7.764831,300.095339,300.000000,308.000000,300.000000,1
-45156.129277,-44966.914508,-44966.698473,100000000000000007629769841091887003294964970946560.000000,-36504.479805,1.352138,10.985643,300.386265,300.000000,307.000000,300.000000,1
-1576.137798,-1562.224308,-1562.224308,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.499641,4.532260,300.036204,300.000000,309.000000,300.000000,1
-13.655481,3.434244,3.710860,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.970563,4.513649,300.012457,300.000000,309.000000,300.000000,1
-22277.702956,-22226.974130,-22226.974130,-14545.370687,-14545.370687,10.826854,16.227990,300.045597,300.000000,306.000000,300.000000,1
-47.733371,-28.254735,-28.254735,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,13.159923,19.417249,300.061155,300.000000,307.000000,300.000000,1
28.524509,50.655848,50.658581,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.885393,6.082606,300.129554,300.000000,309.000000,300.000000,1
-14173.530875,-14018.757813,-14018.757813,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.066108,6.576016,300.073623,300.000000,306.000000,300.000000,1
-1560.741447,-1525.386801,-1525.379371,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.662225,11.734283,300.080568,300.000000,309.000000,300.000000,1
-29726.492452,-29650.359316,-29650.352797,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.862262,5.102659,300.086826,300.000000,309.000000,300.000000,1
-1552.471327,-1515.586121,-1515.586121,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.574325,6.190317,300.210879,300.000000,306.000000,300.000000,1
-1599.455254,-1553.005963,-1552.484064,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,10.462079,17.746535,300.039791,300.000000,309.000000,300.000000,1
-52.627518,-34.344209,-33.537605,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.980012,9.146345,300.002659,300.000000,309.000000,300.000000,1
27.394034,47.997167,47.999966,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.887085,8.210322,300.024796,300.000000,308.000000,300.000000,1
-1597.249262,-1551.463419,-1551.258772,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,10.462866,16.522737,300.003703,300.000000,309.000000,300.000000,1
-1552.680473,-1511.819428,-1508.993643,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.404887,10.876829,300.240853,300.000000,308.000000,300.000000,1
-1581.430817,-1538.617923,-1538.617923,6243.929030,6243.929030,3.404288,8.263740,300.022903,300.000000,307.000000,300.000000,1
-1577.620549,-1564.078044,-1563.054115,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.500620,5.020014,301.430713,300.000000,309.000000,300.000000,1
-59.352608,-43.999348,-43.999348,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.379347,5.675094,300.056447,300.000000,307.000000,300.000000,1
-1575.857289,-1561.793299,-1561.772076,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.500947,4.693884,300.152748,300.000000,309.000000,300.000000,1
-1565.772375,-1551.858884,-1551.858884,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.498868,4.546353,300.021365,300.000000,306.000000,300.000000,1
-1557.036948,-1505.509730,-1505.509730,2686.618006,2686.618006,15.501567,23.230257,300.010438,300.000000,307.000000,300.000000,1
-46.500133,-32.780810,-32.780810,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.726065,3.856785,300.169175,300.000000,307.000000,300.000000,1
-52142.015868,-51999.194316,-51999.090380,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.853004,5.871438,300.041344,300.000000,308.000000,300.000000,1
-1575.142611,-1561.116758,-1559.920435,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.498175,4.898403,300.010965,300.000000,309.000000,300.000000,1
-58.177503,-39.637723,-39.322557,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.996154,7.227709,300.143593,300.000000,309.000000,300.000000,1
-1564.447928,-1518.316133,-1518.315357,3812.317329,3812.317329,11.688101,21.748268,300.048237,300.000000,306.000000,300.000000,1
25.812445,46.415577,46.418377,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.886784,8.201688,300.053450,300.000000,308.000000,300.000000,1
-24395.532753,-24163.867102,-24163.867102,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.849425,10.532579,300.074497,300.000000,308.000000,300.000000,1
-21.279297,-3.383085,-3.383085,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.983632,4.884323,300.046643,300.000000,307.000000,300.000000,1
-71647.204773,-71434.893450,-71434.682096,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,7.850447,11.342532,300.069194,300.000000,309.000000,300.000000,1
-1577.620050,-1563.556060,-1563.534836,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.498453,4.689602,300.016780,300.000000,308.000000,300.000000,1
-37.525113,-23.820607,-23.820607,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.725961,3.835040,300.018887,300.000000,307.000000,300.000000,1
-1546.170347,-1493.132943,-1493.088943,593.381891,593.381891,13.471454,26.156974,300.105695,300.000000,307.000000,300.000000,1
-59.352608,-43.999348,-43.999348,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.384769,5.679734,300.036821,300.000000,307.000000,300.000000,1
-1556.836436,-1505.309218,-1505.309218,3818.455925,3818.455925,11.714539,19.470674,300.035588,300.000000,306.000000,300.000000,1
-51.982674,-36.036869,-36.036869,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.381717,5.541485,300.074415,300.000000,310.000000,300.000000,1
-1573.128639,-1532.335727,-1532.335727,4484.670527,4484.670527,3.197058,6.903617,300.007550,300.000000,306.000000,300.000000,1
-31770.706410,-31688.020711,-31687.808225,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.746728,11.747143,300.068519,300.000000,309.000000,300.000000,1
-1556.528331,-1510.463906,-1510.463091,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.353482,12.439654,300.017207,300.000000,309.000000,300.000000,1
-40.630100,-24.780704,-24.780704,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.382763,6.805587,300.064324,300.000000,309.000000,300.000000,1
-1548.340943,-1501.363756,-1501.363756,590.523634,590.523634,13.544039,24.022135,300.057786,300.000000,306.000000,300.000000,1
-1581.742675,-1567.725532,-1567.725532,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.497753,4.324333,300.182130,300.000000,307.000000,300.000000,1
-11.943231,4.285166,4.300319,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.982967,5.044194,300.013057,300.000000,309.000000,300.000000,1
-1581.883374,-1530.703292,-1530.703292,6360.389085,6360.389085,3.509848,12.842433,300.019987,300.000000,306.000000,300.000000,1
-4.893844,14.414830,14.415249,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,13.331117,20.396532,300.031104,300.000000,309.000000,300.000000,1
-1558.125280,-1519.285535,-1517.519008,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.658346,14.045976,300.093336,300.000000,308.000000,300.000000,1
-1580.023926,-1539.070432,-1539.070432,6340.255507,6340.255507,3.180009,6.490682,300.004367,300.000000,307.000000,300.000000,1
-1570.883157,-1557.497270,-1557.397966,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.499421,4.620978,300.065061,300.000000,309.000000,300.000000,1
-52110.535916,-51964.264065,-51959.094856,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.950485,6.611653,300.018602,300.000000,307.000000,300.000000,1
