lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
8489.767168,8490.388086,8514.289374,8551.000000,8551.000000,2.146664,2.488337,400.063253,400.000000,400.000000,400.000000,1
8768.331944,8768.406912,8785.930093,8820.000000,8820.000000,4.101028,4.378424,400.047310,400.000000,401.000000,400.000000,1
8589.453776,8589.842757,8609.206057,8659.000000,8659.000000,3.667179,4.003683,400.045671,400.000000,400.000000,400.000000,1
8578.498184,8578.741756,8600.451580,8650.000000,8650.000000,3.053742,3.403300,400.044658,400.000000,400.000000,400.000000,1
8475.840106,8476.007195,8498.311369,8556.000000,8556.000000,2.067783,2.390430,400.044260,400.000000,400.000000,400.000000,1
8840.513088,8841.330638,8865.748333,8898.000000,8898.000000,3.862599,4.140339,400.058346,400.000000,401.000000,400.000000,1
8671.373392,8672.515733,8691.520416,8747.000000,8747.000000,3.624826,4.270069,400.039073,400.000000,400.000000,400.000000,1
8512.544946,8513.227657,8536.295074,8599.000000,8598.000000,2.239534,2.496964,400.065993,400.000000,400.000000,400.000000,1
8509.945237,8509.945237,8530.936249,8588.000000,8588.000000,2.431358,2.585759,400.041939,400.000000,400.000000,400.000000,1
8554.696188,8555.274986,8575.697288,8626.000000,8626.000000,2.538889,3.106454,400.046346,400.000000,401.000000,400.000000,1
8531.177370,8531.421067,8549.915141,8611.000000,8611.000000,2.057612,2.391352,400.057989,400.000000,400.000000,400.000000,1
8927.667894,8928.955612,8950.029008,9027.000000,9026.000000,1.618562,2.457828,400.071426,400.000000,400.000000,400.000000,1
8338.880756,8339.763144,8359.429049,8409.000000,8409.000000,1.752902,2.228444,400.056549,400.000000,400.000000,400.000000,1
8469.493509,8472.259798,8491.442906,8570.000000,8570.000000,2.037761,3.803199,400.045722,400.000000,401.000000,400.000000,1
8620.966743,8621.995524,8645.409030,8712.000000,8712.000000,1.995328,2.561900,400.041150,400.000000,400.000000,400.000000,1
8503.010731,8503.427183,8523.572647,8582.000000,8582.000000,2.396629,2.786561,400.050034,400.000000,400.000000,400.000000,1
8739.386133,8740.420013,8761.293315,8791.000000,8791.000000,1.775626,2.099790,400.045515,400.000000,400.000000,400.000000,1
8832.750689,8833.127222,8851.296407,8913.000000,8913.000000,2.294863,2.736583,400.052546,400.000000,401.000000,400.000000,1
8926.238823,8926.526804,8948.181649,9002.000000,9002.000000,2.246858,2.519503,400.056168,400.000000,400.000000,400.000000,1
8676.878733,8677.784013,8697.434997,8740.000000,8740.000000,2.395603,3.024158,400.042636,400.000000,400.000000,400.000000,1
8814.924372,8816.074229,8835.857259,8891.000000,8891.000000,2.072930,2.418946,400.040169,400.000000,401.000000,400.000000,1
8776.877919,8776.877919,8796.487306,8856.000000,8833.000000,2.213597,2.358829,400.056770,400.000000,400.000000,400.000000,1
8631.872606,8636.018228,8653.955727,8730.000000,8726.000000,1.907759,2.443828,400.057029,400.000000,400.000000,400.000000,1
8837.691737,8838.794354,8861.116011,8911.000000,8911.000000,2.305735,2.874717,400.043954,400.000000,400.000000,400.000000,1
8697.152381,8698.174287,8717.215948,8763.000000,8760.000000,2.095790,2.468030,400.050723,400.000000,401.000000,400.000000,1
8522.389109,8522.462661,8542.487336,8607.000000,8606.000000,1.715314,1.919071,400.055472,400.000000,400.000000,400.000000,1
8823.818268,8825.373654,8847.109272,8915.000000,8915.000000,1.679607,2.171576,400.039257,400.000000,400.000000,400.000000,1
8784.719602,8784.770331,8808.729273,8869.000000,8851.000000,1.940619,2.213535,400.039750,400.000000,400.000000,400.000000,1
8927.416969,8927.998579,8949.719877,9011.000000,9011.000000,3.107236,3.753485,400.048136,400.000000,401.000000,400.000000,1
8403.729866,8407.543169,8422.456183,8497.000000,8497.000000,4.730659,7.275828,400.058705,400.000000,400.000000,400.000000,1
8620.496411,8623.164663,8646.730549,8709.000000,8707.000000,2.781826,3.443007,400.037871,400.000000,400.000000,400.000000,1
8871.654093,8871.980150,8894.305236,8938.000000,8938.000000,2.489623,2.793984,400.054662,400.000000,400.000000,400.000000,1
9024.029019,9024.297450,9045.423088,9093.000000,9093.000000,1.595311,1.922366,400.056756,400.000000,401.000000,400.000000,1
8731.599933,8731.830035,8754.443289,8807.000000,8807.000000,1.938252,2.281249,400.039247,400.000000,400.000000,400.000000,1
8881.695772,8884.764720,8903.423100,8989.000000,8989.000000,2.275309,4.331277,400.057722,400.000000,400.000000,400.000000,1
8953.201754,8953.254542,8978.178459,9035.000000,9035.000000,1.991891,2.154602,400.044437,400.000000,400.000000,400.000000,1
8952.957081,8953.075083,8969.720129,9030.000000,9030.000000,1.815233,2.017839,400.044931,400.000000,400.000000,400.000000,1
8679.706677,8679.884497,8700.214055,8769.000000,8769.000000,2.852631,3.154968,400.039676,400.000000,401.000000,400.000000,1
8611.080805,8611.250560,8633.518068,8697.000000,8694.000000,1.961660,2.277783,400.043257,400.000000,400.000000,400.000000,1
8722.812127,8722.925220,8744.021941,8794.000000,8794.000000,2.682183,3.051734,400.043806,400.000000,400.000000,400.000000,1
8717.694020,8718.611689,8739.373018,8807.000000,8807.000000,1.804735,2.259986,400.038596,400.000000,400.000000,400.000000,1
8814.496801,8815.899928,8836.728495,8895.000000,8895.000000,1.811185,2.264314,400.049863,400.000000,400.000000,400.000000,1
8671.556685,8672.247959,8694.095995,8747.000000,8747.000000,1.992815,2.352795,400.038101,400.000000,401.000000,400.000000,1
8656.252630,8656.505745,8679.359739,8732.000000,8732.000000,1.907190,2.179263,400.033848,400.000000,400.000000,400.000000,1
8492.249459,8492.429211,8508.948126,8573.000000,8573.000000,2.058461,2.335813,400.048950,400.000000,400.000000,400.000000,1
8759.630914,8760.421680,8779.737896,8843.000000,8843.000000,1.821119,2.448939,400.031715,400.000000,400.000000,400.000000,1
8776.420371,8776.420371,8798.849796,8838.000000,8838.000000,3.469290,3.616133,400.062096,400.000000,400.000000,400.000000,1
8804.177304,8805.416602,8827.735084,8900.000000,8900.000000,2.184792,2.746482,400.042487,400.000000,400.000000,400.000000,1
8630.287550,8630.517921,8651.218438,8701.000000,8701.000000,3.413394,3.669689,400.041817,400.000000,400.000000,400.000000,1
8938.588829,8939.317380,8961.218782,9006.000000,9006.000000,3.435436,3.974661,400.043554,400.000000,400.000000,400.000000,1
