lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
-49977.169325,-49977.169280,-49977.169280,-47169.662069,-47764.986156,23.184394,25.893308,180.091125,180.000000,186.000000,180.000000,1
-17731.434274,-17688.793378,-17688.793378,-17071.248107,-17071.248107,68.194946,69.843358,180.094338,180.000000,185.000000,180.000000,1
-63999.823699,-63988.320704,-63988.320704,-60624.887630,-60756.132041,67.177099,70.800469,180.025290,180.000000,184.000000,180.000000,1
-86189.769298,-86121.541345,-86121.541345,-70799.738961,-70799.738961,15.499797,17.659355,180.096883,180.000000,183.000000,180.000000,1
-30595.863325,-30595.863317,-30595.863317,100000000000000007629769841091887003294964970946560.000000,-14862.749875,15.962781,18.461969,180.062216,180.000000,186.000000,180.000000,1
-27671.908016,-27671.908016,-27671.908016,100000000000000007629769841091887003294964970946560.000000,-26753.016178,14.397718,16.301845,180.026638,180.000000,185.000000,180.000000,1
-78704.882428,-78704.882399,-78704.882399,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,16.994918,19.900651,180.222361,180.000000,185.000000,180.000000,1
-18696.288665,-18584.138609,-18584.138609,-12537.220515,-16280.011957,32.919492,36.541032,180.011054,180.000000,185.000000,180.000000,1
-41018.308484,-40998.168237,-40998.168237,-39731.054079,-39731.054079,49.227298,53.251094,180.177508,180.000000,184.000000,180.000000,1
-38022.746127,-37889.512605,-37889.512605,-29365.942566,-36429.465903,22.756577,26.841313,180.142211,180.000000,183.000000,180.000000,1
-19968.488090,-19968.488090,-19968.488090,-14765.608838,-18742.850625,32.335472,33.912636,180.047407,180.000000,186.000000,180.000000,1
-26413.646636,-26254.321220,-26254.321220,-25126.301025,-25230.953912,39.041806,42.389914,180.026348,180.000000,185.000000,180.000000,1
-33507.313230,-33496.698185,-33496.698185,100000000000000007629769841091887003294964970946560.000000,-30897.816792,11.167718,13.778748,180.466428,180.000000,186.000000,180.000000,1
-89123.728213,-89123.728213,-89123.728213,-84180.547884,-84180.547884,33.614519,34.958886,180.373415,180.000000,186.000000,180.000000,1
-51519.039089,-51518.831765,-51518.831765,-51167.675381,-51167.675381,37.028165,42.246307,180.401920,180.000000,183.000000,180.000000,1
-45119.114781,-45119.114698,-45119.114698,100000000000000007629769841091887003294964970946560.000000,-44525.933870,14.794528,18.033690,180.070813,180.000000,184.000000,180.000000,1
-39790.832508,-39721.478513,-39721.478510,100000000000000007629769841091887003294964970946560.000000,-34259.492302,13.847652,15.929943,180.054954,180.000000,184.000000,180.000000,1
-55151.498854,-55118.408873,-55118.408873,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,14.369380,15.688861,180.054535,180.000000,186.000000,180.000000,1
-29115.281698,-29115.281698,-29115.281698,-28552.924161,-28552.924161,41.177393,42.711955,180.169217,180.000000,184.000000,180.000000,1
-58258.501952,-58246.611811,-58246.611811,100000000000000007629769841091887003294964970946560.000000,-57635.599729,13.341674,16.040599,180.031420,180.000000,183.000000,180.000000,1
-89619.454904,-89619.454904,-89619.454904,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,15.988156,18.658597,180.013126,180.000000,184.000000,180.000000,1
-52173.766030,-52162.365011,-52162.365011,100000000000000007629769841091887003294964970946560.000000,-51615.190836,16.302579,19.682085,180.315695,180.000000,184.000000,180.000000,1
-58857.152797,-58857.152776,-58857.152774,-56157.402112,-58747.413289,31.154285,33.594469,180.228272,180.000000,184.000000,180.000000,1
-30858.411020,-30829.497471,-30829.497471,-29259.695057,-29960.542710,35.353294,38.597132,180.226444,180.000000,183.000000,180.000000,1
-44765.395931,-44764.657569,-44764.657560,-33777.452038,-44088.502379,29.173522,31.129020,180.005347,180.000000,183.000000,180.000000,1
-72598.326372,-72598.326312,-72598.326312,100000000000000007629769841091887003294964970946560.000000,-40019.123092,13.927426,16.477755,180.157299,180.000000,186.000000,180.000000,1
-45747.349363,-45733.948217,-45733.948217,-45237.821802,-45237.821802,53.710491,57.253861,180.096591,180.000000,183.000000,180.000000,1
-50072.313097,-50050.997907,-50050.997900,-49401.479973,-49401.479973,31.904390,35.302963,180.082237,180.000000,186.000000,180.000000,1
-2275.873796,-1801.649127,-1632.020406,-1632.020406,-1632.020406,21.593703,26.855654,33.490287,180.000000,38.000000,180.000000,1
-46083.190521,-46083.190461,-46083.190461,100000000000000007629769841091887003294964970946560.000000,-44399.004528,13.870957,17.392507,180.015941,180.000000,184.000000,180.000000,1
-70600.727204,-70600.727195,-70600.727195,100000000000000007629769841091887003294964970946560.000000,-35729.799174,16.837139,19.784163,180.163506,180.000000,185.000000,180.000000,1
-12325.747580,-12311.514036,-12311.514036,-11907.860984,-11907.860984,36.481923,40.303035,180.208416,180.000000,184.000000,180.000000,1
-51631.746119,-51631.746119,-51631.746119,-51122.932577,-51122.932577,49.227600,50.939018,180.030481,180.000000,183.000000,180.000000,1
-5663.891667,-5663.891664,-5663.891664,-4592.536607,-4592.536607,51.570150,52.631645,180.101892,180.000000,185.000000,180.000000,1
-48402.819604,-48393.093396,-48393.093396,-40768.399889,-41572.099509,39.180083,42.810247,180.215851,180.000000,184.000000,180.000000,1
-29557.846912,-29542.801862,-29542.801862,-28795.146924,-29054.299698,45.967062,49.086012,180.006290,180.000000,185.000000,180.000000,1
-22200.521867,-22170.994052,-22170.994052,-20814.246814,-20814.246814,28.581504,30.660323,180.092376,180.000000,183.000000,180.000000,1
-55665.334142,-55605.053216,-55605.053216,-50253.459427,-54566.014724,28.014557,31.194273,180.085438,180.000000,184.000000,180.000000,1
-38827.293800,-38827.293775,-38827.293775,-32270.689810,-38612.842404,26.038047,28.208743,180.030100,180.000000,185.000000,180.000000,1
-12088.486488,-12033.952836,-12033.952836,-7184.276681,-10145.436109,18.417718,21.805056,180.025378,180.000000,184.000000,180.000000,1
-9001.797428,-8949.565742,-8949.565742,-6062.588019,-8003.735594,37.261719,40.742148,180.092435,180.000000,185.000000,180.000000,1
-29261.134293,-29168.162256,-29168.162256,-28840.055407,-28840.055407,21.850133,27.894761,180.192357,180.000000,183.000000,180.000000,1
-32496.355474,-32453.993474,-32453.993474,-28204.279786,-32329.300366,18.686879,26.027314,180.132769,180.000000,183.000000,180.000000,1
-27351.155727,-27287.238642,-27287.238642,-18751.055993,-22987.934859,18.517052,21.529562,180.082711,180.000000,186.000000,180.000000,1
-51048.864932,-51048.864906,-51048.864906,100000000000000007629769841091887003294964970946560.000000,-28702.823954,16.177505,19.133556,180.047226,180.000000,185.000000,180.000000,1
-33227.999309,-32976.707855,-32976.707855,-22736.005603,-29931.246410,21.983008,27.300970,180.144424,180.000000,184.000000,180.000000,1
-39298.969380,-39296.822340,-39296.822340,-35929.685193,-35929.685193,30.133218,32.435122,180.225848,180.000000,185.000000,180.000000,1
-49282.082175,-49282.082083,-49282.082083,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,12.029238,14.890483,180.023560,180.000000,183.000000,180.000000,1
-66264.357799,-66255.969778,-66255.969778,-65700.169421,-65700.169421,45.531709,47.852192,180.022330,180.000000,183.000000,180.000000,1
-32439.514413,-32406.762438,-32406.762438,-31730.582673,-31730.582673,19.610546,21.847230,180.049430,180.000000,185.000000,180.000000,1
