instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,-73.550151,-72.136072,-72.145894,-68.107715,-56.000000,-56.000000,4.150480,7.116972,13.917744,71.031004,36464,457705,3600.000000,48,40,40,GUROBI,1,38,0,0
1,Old,16,-73.550151,-72.136072,-72.198324,-68.714651,-56.000000,-56.000000,1.078111,2.925833,5.778986,76.629923,50103,614478,3600.000000,48,40,0,GUROBI,1,38,0,0
2,Old,16,-73.550151,-72.136072,-72.144879,-68.706055,-56.000000,-56.000000,1.079637,3.001965,17.106102,109.048338,44005,560039,3600.000000,48,40,0,GUROBI,1,38,0,0
3,Old,16,-73.550151,-72.136072,-72.247296,-68.799506,-56.000000,-56.000000,1.052743,3.758498,13.623626,63.293924,37297,475973,3600.000000,48,40,0,GUROBI,1,38,0,0
4,Old,16,-73.550151,-72.136072,-72.140336,-68.543984,-56.000000,-56.000000,1.072317,3.192601,9.506959,47.404939,32495,417154,3600.000000,48,40,0,GUROBI,1,38,0,0
5,Old,16,-73.550151,-72.293488,-72.589026,-68.428541,-56.000000,-56.000000,1.584149,4.228122,115.995185,200.177228,76613,975903,3600.000000,48,40,0,GUROBI,1,35,0,3
