instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,-73.550151,-72.634725,-72.634864,-68.184001,-56.000000,-56.000000,1.254465,3.655729,11.731526,76.588814,43594,566604,3600.000000,9,40,40,GUROBI,1,5,0,0
1,New,4,-73.550151,-72.634725,-72.634771,-68.330921,-56.000000,-56.000000,0.767006,3.024397,157.940596,265.530103,111854,1254332,3600.000000,9,40,40,GUROBI,1,5,0,0
2,New,4,-73.569324,-72.634725,-72.693432,-68.480881,-56.000000,-56.000000,0.693491,2.602430,76.161957,176.959850,78952,838263,3600.000000,11,28,41,GUROBI,1,7,0,0
3,New,4,-73.550151,-72.634725,-72.634725,-68.583978,-56.000000,-56.000000,0.639510,3.054494,71.950034,180.635621,79234,884685,3600.000000,11,26,40,GUROBI,1,7,0,0
4,New,4,-73.550151,-72.648679,-72.653760,-68.329618,-56.000000,-56.000000,0.730219,3.500291,65.491422,194.776999,83252,972175,3600.000000,9,38,40,GUROBI,1,5,0,0
5,New,4,-73.527711,-72.614362,-72.614508,-68.759881,-55.937500,-55.937500,0.765697,2.636613,81.966978,268.991778,107773,1264950,3600.000000,9,40,40,GUROBI,1,5,0,0
6,New,4,-73.550151,-72.634725,-72.634864,-68.184001,-56.000000,-56.000000,0.786251,3.185876,14.959429,236.984644,100497,1181303,3600.000000,9,40,40,GUROBI,1,5,0,0
7,New,4,-73.550151,-72.634725,-72.634864,-68.184001,-56.000000,-56.000000,0.775937,3.176519,9.354979,162.163431,82136,884103,3600.000000,9,40,40,GUROBI,1,5,0,0
8,New,4,-73.550151,-72.634725,-72.634864,-68.184001,-56.000000,-56.000000,0.775447,3.178962,80.662050,213.214115,99506,1107527,3600.000000,9,40,40,GUROBI,1,5,0,0
9,New,4,-73.550151,-72.634725,-72.634864,-68.184001,-56.000000,-56.000000,0.779415,3.172259,53.735396,230.256748,96732,1140708,3600.000000,9,40,40,GUROBI,1,5,0,0
10,New,4,-73.550151,-72.634725,-72.636045,-68.296031,-56.000000,-56.000000,0.640620,2.810579,45.180870,252.422869,107689,1252896,3600.000000,9,33,40,GUROBI,1,5,0,0
