instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,16,5678.607089,5698.745823,5698.230633,15068.717725,15078.000000,15078.000000,9.833231,10.765139,9.833231,10.768475,1,4018,3600.000000,16,5,5,GUROBI,1
1,Farkas,16,3262.607089,3280.711899,3262.607089,12561.870382,12662.000000,12662.000000,0.208480,1.075392,0.208480,1.080511,1,3385,3600.000000,16,5,0,GUROBI,1
2,Farkas,16,-2376.079241,-2359.434937,-2376.079241,1617.614684,1622.000000,1622.000000,0.229822,0.731792,0.229822,1.176201,38,2318,3600.000000,16,5,0,GUROBI,1
3,Farkas,16,-15124.085063,-15124.085063,-15124.085063,-11419.825393,-11318.498994,-11318.000000,0.261059,1.303380,2.585273,2.585498,112,4000,3600.000000,16,5,0,GUROBI,1
4,Farkas,16,-66572.432911,-66571.278481,-66572.432911,-64672.970856,-64563.000000,-64563.000000,0.317290,0.975481,2.069626,2.069853,114,2757,3600.000000,16,5,0,GUROBI,1
5,Farkas,16,-24532.346835,-24530.972152,-24532.346835,-22504.273258,-22500.000000,-22500.000000,0.278156,0.695888,0.797274,0.799444,16,1482,3600.000000,16,5,0,GUROBI,1
