instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,-60527.437212,-60184.111068,-60184.111068,-53585.119664,-51532.000000,-51532.000000,0.957854,1.099274,1.136208,2.164643,623,4762,3600.000000,4,2,75,GUROBI,1,0,0,0
1,Old,4,-60517.414847,-60180.584258,-60180.584258,-53423.899220,-51363.000000,-51363.000000,0.111854,0.249245,0.404335,1.564959,662,4320,3600.000000,4,2,0,GUROBI,1,0,0,0
2,Old,4,-60521.105171,-60169.741544,-60169.741544,-53508.497270,-51456.000000,-51456.000000,0.111858,0.248252,1.875310,1.925469,732,5314,3600.000000,4,2,0,GUROBI,1,0,0,0
3,Old,4,-60526.075352,-60202.933424,-60202.933424,-53490.140052,-51435.000000,-51435.000000,0.110498,0.249731,1.771938,1.776018,661,4587,3600.000000,4,2,0,GUROBI,1,0,0,0
4,Old,4,-60538.235872,-60234.709140,-60234.709140,-53535.395674,-51509.000000,-51509.000000,0.113900,0.251876,1.817487,1.854094,672,4666,3600.000000,4,2,0,GUROBI,1,0,0,0
