instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,4,7579621.830870,7579621.830870,7579621.830870,7580208.254323,7580572.011307,7580925.917625,0.000003,0.715606,67.175686,67.178289,12077,175620,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,4,7579498.252560,7579498.252560,7579498.252560,7579962.353247,7580281.137439,7581038.244832,0.000003,0.584577,7.764471,11.728360,2653,33446,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,4,7579378.437655,7579378.437655,7579378.437655,7579856.558646,7580036.049012,7580793.872168,0.000002,0.573002,9.009883,14.398469,3797,50561,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,4,7579559.015117,7579559.015117,7579559.015117,7580090.910227,7580570.751166,7580978.249936,0.000003,0.602375,28.374571,28.378975,8434,99134,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,4,7579484.955132,7579484.955132,7579484.955132,7579977.030294,7580133.910537,7580872.311278,0.000003,0.716415,9.666289,9.669393,2252,26469,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,4,7579630.808583,7579630.808583,7579630.808583,7580254.199949,7580564.936724,7581279.446275,0.000002,0.739913,60.560531,60.562636,11373,114241,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,4,7579430.749186,7579430.749186,7579430.749186,7580016.425636,7580384.022132,7580794.773674,0.000003,0.708322,12.893499,12.896348,3732,34001,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,4,7579602.458352,7579602.458352,7579602.458352,7580083.592760,7580560.501789,7581145.131781,0.000002,0.560656,20.400219,52.503895,10280,129946,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,4,7579373.466042,7579373.466042,7579373.466042,7580042.168191,7580433.788365,7580865.986994,0.000002,0.676249,59.939537,59.939776,12697,137593,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,4,7579536.116993,7579536.116993,7579536.116993,7580171.271307,7580537.533555,7581172.456878,0.000003,0.858654,29.468987,64.245355,10347,168987,3600.000000,0,0,0,GUROBI,1,0,0,0
