instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,4,5627412.287941,5632384.570950,5632320.875114,5732728.785084,5751640.520356,5751714.328903,2.781526,3.423518,3.906364,3.906515,67,4014,3600.000000,4,18,18,GUROBI,1
1,New,4,5627024.768698,5631967.257456,5631967.257454,5736814.407167,5755158.542978,5755664.984871,2.615708,3.273558,3.804709,3.815523,82,3946,3600.000000,4,21,21,GUROBI,1
2,New,4,5609087.730873,5618299.650717,5618003.672289,5716756.043039,5753179.826841,5753178.935894,3.786216,4.420623,5.092024,5.092194,187,6383,3600.000000,4,21,22,GUROBI,1
3,New,4,5624775.790993,5628472.684889,5628472.684889,5732841.938696,5762703.801134,5762961.395340,2.605800,3.313929,4.035642,4.056561,104,5860,3600.000000,4,14,22,GUROBI,1
4,New,4,5627920.017927,5630068.620939,5630057.813255,5730724.557003,5743946.199037,5744291.866076,2.740738,3.503220,3.922904,3.978799,52,4342,3600.000000,4,19,22,GUROBI,1
5,New,4,5611137.101572,5614803.841787,5614803.841787,5723084.296077,5731240.747612,5731780.562012,2.513929,3.118720,3.514469,3.519955,48,3239,3600.000000,4,14,21,GUROBI,1
