instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,None,16,-21.433796,-21.433796,-21.433796,-21.433102,-21.399191,-21.400307,0.000002,0.169273,0.216752,0.282361,94,1208,3600.000000,0,0,0,GUROBI,1
1,None,16,-21.450259,-21.450259,-21.450259,-21.450175,-21.417638,-21.417638,0.000002,0.174147,0.224115,0.257648,86,815,3600.000000,0,0,0,GUROBI,1
2,None,16,-21.433256,-21.433256,-21.433256,-21.433170,-21.397286,-21.398697,0.000002,0.177224,0.217241,0.264313,94,795,3600.000000,0,0,0,GUROBI,1
3,None,16,-21.616929,-21.616929,-21.616929,-21.572349,-21.338825,-21.347518,0.000003,0.273749,0.352893,0.352980,77,1148,3600.000000,0,0,0,GUROBI,1
4,None,16,-21.592931,-21.592931,-21.592931,-21.530147,-20.691865,-20.691865,0.000002,0.314221,0.341812,0.396626,78,1302,3600.000000,0,0,0,GUROBI,1
5,None,16,-21.433909,-21.433909,-21.433909,-21.433828,-21.399892,-21.401224,0.000002,0.152882,0.189155,0.189472,38,460,3600.000000,0,0,0,GUROBI,1
6,None,16,-21.336626,-21.336626,-21.336626,-21.321216,-21.115909,-21.167374,0.000002,0.334748,0.369123,0.421250,75,1418,3600.000000,0,0,0,GUROBI,1
7,None,16,-21.324595,-21.324595,-21.324595,-21.324512,-21.291404,-21.291404,0.000002,0.181636,0.228058,0.262778,92,796,3600.000000,0,0,0,GUROBI,1
