instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,7579621.830870,7579750.006113,7579703.807471,7580096.290984,7580473.470724,7581181.833869,4.497135,5.132774,22.586623,23.974542,5194,73494,3600.000000,16,6,64,GUROBI,1,4,0,0
1,New,16,7578968.251426,7579035.266284,7579000.102600,7579575.209995,7580190.619139,7580577.407090,43.962344,44.469247,100.373343,100.375161,11466,124964,3600.000000,16,63,63,GUROBI,1,1,0,0
2,New,16,7579478.108503,7579591.178597,7579520.510744,7579949.867665,7580161.369375,7580911.292832,11.350564,12.002770,24.403583,24.821203,3581,39737,3600.000000,16,5,64,GUROBI,1,0,0,0
3,New,16,7579327.338154,7579420.820990,7579369.669075,7579993.700438,7580299.527344,7580894.457167,5.383026,6.124153,26.200135,26.202061,6099,65790,3600.000000,17,8,62,GUROBI,1,1,0,0
4,New,16,7579526.776157,7579639.786974,7579605.859891,7580015.180445,7580372.005895,7581019.028425,23.356896,23.960887,29.500479,65.226013,10220,105389,3600.000000,16,30,59,GUROBI,1,0,0,0
5,New,16,7579190.426958,7579271.863612,7579233.871858,7579780.295052,7579864.444788,7580575.171435,5.264770,5.916605,14.517564,14.519564,2354,24554,3600.000000,16,12,60,GUROBI,1,4,0,0
6,New,16,7579352.295379,7579460.065639,7579425.796467,7579901.309826,7580247.658842,7580885.387874,3.317506,3.993600,17.150118,17.153263,3446,40124,3600.000000,16,6,60,GUROBI,1,4,0,0
7,New,16,7579549.155270,7579687.698201,7579612.577310,7579979.017224,7580180.975456,7580870.227294,4.561937,5.191371,27.355766,27.358557,5896,77287,3600.000000,16,6,53,GUROBI,1,4,0,0
8,New,16,7579412.371779,7579564.420678,7579510.673455,7580000.489148,7580415.112964,7580907.626002,3.024969,3.715879,56.456273,56.458173,10928,136019,3600.000000,16,3,57,GUROBI,1,0,0,0
9,New,16,7579467.466973,7579543.569826,7579510.554711,7579980.579912,7580351.743701,7580783.395475,9.103720,9.715741,37.759545,37.763794,8846,94878,3600.000000,32,7,54,GUROBI,1,22,0,0
10,New,16,7579464.302945,7579543.564575,7579504.089572,7580234.586087,7580527.196812,7581233.036804,2.958340,3.637898,21.624225,31.461369,9018,99468,3600.000000,26,3,54,GUROBI,1,18,0,0
