instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,16,-61651.227098,-60663.667915,-60968.766738,-54351.013087,-52301.000000,-52301.000000,6.912861,7.254206,8.939135,8.939272,699,5707,3600.000000,22,50,75,GUROBI,1
1,New,16,-61654.526906,-60667.199945,-60972.298768,-54366.096860,-52301.000000,-52301.000000,5.682416,6.022262,8.501489,8.513188,986,13787,3600.000000,22,49,75,GUROBI,1
2,New,16,-61654.017180,-60666.457997,-60971.556821,-54376.248180,-52301.000000,-52301.000000,5.793061,6.130963,8.157560,8.185510,772,8053,3600.000000,22,50,75,GUROBI,1
3,New,16,-61647.684754,-60660.125571,-60965.224395,-54352.145645,-52301.000000,-52301.000000,5.824625,6.167293,7.636352,7.672726,718,7304,3600.000000,22,50,75,GUROBI,1
4,New,16,-61654.502086,-60666.942903,-60972.041726,-54378.211041,-52301.000000,-52301.000000,5.797795,6.134364,6.283021,7.084446,827,9591,3600.000000,22,50,75,GUROBI,1
