instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,16,193774.753707,193774.753707,193774.753707,193830.437081,211905.000000,211913.000000,0.000003,2.914003,67.596403,210.512864,16808,1365958,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,16,193767.385740,193767.385740,193767.385740,193844.215456,211900.000000,211921.000000,0.000004,3.494649,96.935623,149.659898,14926,1183424,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,16,193772.200411,193772.200411,193772.200411,193835.839169,211890.000000,211910.000000,0.000004,3.313600,74.010931,144.337987,13999,1144536,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,16,193778.624221,193778.624221,193778.624221,193844.742565,211933.000000,211933.000000,0.000004,3.013517,106.878293,135.056466,13769,1073062,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,16,193780.713443,193780.713443,193780.713443,193863.542688,211895.000000,211911.000000,0.000003,3.507052,220.357846,231.511890,19541,1490430,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,16,193776.441063,193776.441063,193776.441063,193832.739583,211890.000000,211907.000000,0.000003,2.639554,169.517449,215.609325,17127,1404167,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,16,193778.737829,193778.737829,193778.737829,193881.414032,211904.000000,211920.000000,0.000003,4.331098,99.573148,166.526077,16793,1313685,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,16,193779.110698,193779.110698,193779.110698,193847.021822,211912.000000,211928.000000,0.000004,2.670145,257.253111,257.930071,19783,1406721,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,16,193765.184374,193765.184374,193765.184374,193848.907578,211893.000000,211908.000000,0.000004,4.453697,220.668096,230.974948,18928,1480970,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,16,193769.255184,193769.255184,193769.255184,193868.341829,211888.000000,211906.000000,0.000004,4.574433,224.323217,235.386443,18888,1469659,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,16,193778.565608,193778.565608,193778.565608,193858.264989,211900.000000,211921.000000,0.000003,3.816090,239.426675,245.290602,18222,1300426,3600.000000,0,0,0,GUROBI,1,0,0,0
