instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,64,20650.898154,20650.898154,20650.898154,20712.613690,20772.000000,20772.000000,0.000013,0.083011,0.000013,0.099383,1,495,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,64,20625.007413,20625.007413,20625.007413,20694.226176,20749.000000,20749.000000,0.000002,0.102355,0.000002,0.107910,1,546,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,64,20675.137652,20675.137652,20675.137652,20761.063533,20799.000000,20799.000000,0.000001,0.080125,0.000001,0.095616,1,457,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,64,20609.467950,20609.467950,20609.467950,20667.605355,20731.000000,20731.000000,0.000002,0.066687,0.000002,0.073476,1,429,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,64,20665.131127,20665.131127,20665.131127,20732.422480,20788.000000,20788.000000,0.000002,0.057488,0.000002,0.073547,1,408,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,64,20664.874751,20664.874751,20664.874751,20739.314166,20789.000000,20789.000000,0.000002,0.058399,0.000002,0.065153,1,478,3600.000000,0,0,0,GUROBI,1,0,0,0
6,None,64,20678.583880,20678.583880,20678.583880,20741.656130,20801.000000,20801.000000,0.000001,0.057832,0.000001,0.079091,1,538,3600.000000,0,0,0,GUROBI,1,0,0,0
7,None,64,20682.944027,20682.944027,20682.944027,20751.837365,20805.000000,20805.000000,0.000002,0.053098,0.000002,0.064690,1,452,3600.000000,0,0,0,GUROBI,1,0,0,0
8,None,64,20588.409134,20588.409134,20588.409134,20658.401151,20712.000000,20712.000000,0.000002,0.058388,0.000002,0.065082,1,490,3600.000000,0,0,0,GUROBI,1,0,0,0
9,None,64,20593.435940,20593.435940,20593.435940,20661.921240,20716.000000,20716.000000,0.000001,0.063591,0.000001,0.069680,1,415,3600.000000,0,0,0,GUROBI,1,0,0,0
10,None,64,20686.128790,20686.128790,20686.128790,20753.116754,20808.000000,20808.000000,0.000002,0.057752,0.000002,0.062823,1,473,3600.000000,0,0,0,GUROBI,1,0,0,0
