instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,16,26069.000000,26074.750000,26073.375000,27461.767932,27602.000000,27674.000000,156.289650,161.626341,3756.316623,3756.317013,71414,17011750,3600.000000,20,52,180,GUROBI,1
1,Old,16,26069.000000,26074.750000,26069.500000,27460.682540,27554.000000,27674.000000,2596.930895,2602.782931,6063.200271,6196.936446,75201,13163617,3600.000000,20,53,0,GUROBI,1
2,Old,16,26069.000000,26072.666667,26072.666667,27361.000000,27463.000000,27590.000000,1313.168724,1318.256738,4278.022972,4913.173702,64157,14422408,3600.000000,20,48,0,GUROBI,1
3,Old,16,26069.000000,26074.750000,26073.375000,27531.000000,27578.000000,27674.000000,2383.480241,2390.260556,5779.505906,5983.494010,81616,17512986,3600.000000,20,48,0,GUROBI,1
4,Old,16,26069.000000,26074.750000,26074.750000,27282.964286,27382.000000,27383.999959,3000.255411,3004.616920,3188.974784,3188.975109,4612,727724,3600.000000,20,75,0,GUROBI,1
